Community ID,flow0,flow1,flow2,flow3,flow4,flow5,flow6,flow7,flow8,flow9,flow10,flow11,flow12,flow13,flow14,flow15,flow16,flow17,flow18,flow19,flow20,flow21,flow22,flow23,flow24,flow25,flow26,flow27,flow28,flow29,flow30,flow31,flow32,flow33,flow34,flow35,flow36,flow37,flow38,flow39,flow40,flow41,flow42,flow43,flow44,flow45,flow46,flow47
268,0.4377,1.1351,1.6025,1.9556,2.3887,3.2795,5.0976,7.798,10.5483,13.1095,15.5937,18.0636,20.548,23.0943,25.7442,28.3512,31.1419,34.5223,37.7415,40.4713,42.932,44.9397,46.6028,47.405,47.8928,48.5841,49.0608,49.4135,49.8417,50.7097,52.6377,55.294,58.0263,60.5526,62.946,65.5461,68.0079,70.567,73.2746,76.1026,79.1446,82.7401,86.0787,89.2483,91.9884,94.1967,96.0601,97.038
269,0.4189,1.0601,1.6229,2.2557,3.0961,4.8392,7.5857,11.3415,14.8943,17.8714,20.5216,23.0766,25.4215,27.7777,30.1098,32.4718,35.124,38.1258,41.0806,44.1017,46.665,48.669,50.1388,50.8396,51.2866,51.898,52.4671,53.0574,53.8733,55.5867,58.4437,62.1528,65.6339,68.5128,71.2561,73.9579,76.2656,78.5748,80.8434,83.2657,85.7823,88.7036,91.7393,94.9826,97.7807,99.899,101.4901,102.2672
270,0.0772,0.1981,0.3001,0.404,0.5597,0.9368,1.6613,2.624,3.3828,4.0213,4.5934,5.1556,5.5959,6.1084,6.6695,7.2475,7.872,8.5446,9.1596,9.8218,10.3657,10.7446,11.0132,11.131,11.2081,11.3271,11.4423,11.5514,11.7086,12.069,12.7987,13.7648,14.5149,15.1346,15.7259,16.2872,16.706,17.1711,17.6932,18.2654,18.8632,19.5195,20.1501,20.8663,21.467,21.8776,22.1684,22.3028
271,0.0377,0.1014,0.1577,0.2223,0.2978,0.4529,0.7677,1.2082,1.6388,2.0181,2.3903,2.7453,3.0212,3.3205,3.6507,3.9759,4.3325,4.7181,5.0682,5.3882,5.6322,5.8193,5.9453,6.0072,6.0413,6.0955,6.1428,6.1988,6.2717,6.4259,6.7442,7.1879,7.6048,7.9659,8.3257,8.7191,8.9932,9.2985,9.6141,9.9525,10.3032,10.6786,11.0616,11.4235,11.7074,11.9168,12.0698,12.1512
272,0.0177,0.0495,0.0775,0.1063,0.1503,0.2705,0.5153,0.8038,1.0404,1.2517,1.4502,1.6566,1.7899,1.9545,2.1434,2.3461,2.5686,2.8111,3.0105,3.2134,3.3745,3.4906,3.5638,3.5962,3.6121,3.6368,3.6644,3.6921,3.7314,3.8497,4.1042,4.3846,4.6268,4.8572,5.0642,5.2804,5.4289,5.5956,5.7716,5.9733,6.195,6.4191,6.6449,6.8614,7.0579,7.187,7.2722,7.311
273,0.4461,1.0762,1.5598,2.0309,2.544,3.428,5.1635,8.3044,12.4254,16.2645,19.5708,22.9461,26.2605,29.5227,32.6383,35.7363,39.3492,43.7137,47.8575,51.6723,54.9828,57.6398,59.46,60.3078,60.7769,61.41,61.9418,62.432,62.947,63.8277,65.6452,68.7261,72.7231,76.5668,79.9574,83.4102,86.6848,89.9888,93.1688,96.3992,99.9038,104.0978,108.2084,112.241,115.8381,118.7016,120.6962,121.6296
274,0.0518,0.1187,0.1745,0.2521,0.3583,0.6118,1.1726,1.9065,2.5415,3.104,3.6258,4.1277,4.5454,5.0072,5.4952,5.9905,6.5418,7.1152,7.6259,8.1542,8.5825,8.8846,9.0779,9.1676,9.2317,9.302,9.3704,9.4446,9.541,9.7923,10.359,11.0862,11.7284,12.2846,12.8118,13.3216,13.7326,14.1709,14.6558,15.1743,15.7164,16.311,16.8745,17.4508,17.981,18.3362,18.5826,18.6928
275,0.4363,0.9926,1.4692,1.9593,2.6706,4.4003,7.7601,13.0749,18.3763,22.5553,26.1545,29.6842,32.9027,36.1806,39.4389,42.7412,46.5353,51.5314,56.1636,60.5491,64.4965,67.2425,69.0574,69.883,70.3061,70.8449,71.3457,71.8091,72.4935,74.1734,77.6733,82.97,88.2376,92.3377,95.977,99.7155,102.851,106.1413,109.4532,112.9659,116.7478,121.682,126.3093,130.9038,134.9931,137.8338,139.8266,140.717
276,0.2264,0.5361,0.8122,1.0984,1.4735,2.3897,4.2337,7.2275,9.9469,11.9323,13.5903,15.2171,16.7102,18.2553,19.7314,21.2749,23.0123,25.0426,27.1537,29.2464,31.0692,32.3874,33.3088,33.7274,33.9576,34.2589,34.5378,34.804,35.1754,36.0578,37.9351,40.8515,43.4997,45.4193,47.0195,48.6919,50.132,51.6257,53.0584,54.6159,56.3126,58.3505,60.5476,62.8092,64.8077,66.241,67.2905,67.7806
277,0.0632,0.1647,0.2526,0.3414,0.4683,0.7778,1.4135,2.1777,2.8614,3.4458,4.0092,4.5527,4.9857,5.4578,5.9686,6.4731,7.0351,7.6309,8.1776,8.7111,9.1227,9.4086,9.5981,9.6878,9.7406,9.8274,9.9089,9.9859,10.0987,10.3706,10.9537,11.6423,12.2751,12.8494,13.3941,13.9715,14.4144,14.9015,15.4071,15.9473,16.5427,17.179,17.7608,18.3939,18.9141,19.2586,19.4944,19.6064
278,0.3045,0.7507,1.1562,1.6027,2.197,3.2892,5.2265,8.4397,11.9025,14.651,17.0141,19.2892,21.3373,23.3451,25.2705,27.2274,29.4188,32.2781,34.9106,37.2496,39.4023,40.9931,42.1043,42.6488,42.9515,43.3913,43.8169,44.2697,44.871,45.9645,47.9687,51.2387,54.7896,57.6203,59.998,62.4178,64.4485,66.4629,68.3866,70.3657,72.5216,75.3167,78.0949,80.6902,82.9795,84.6013,85.7986,86.4032
279,0.4473,1.0887,1.6716,2.2792,3.1926,5.2178,7.9976,11.366,14.6701,17.3838,19.8284,22.2558,24.5212,26.8117,29.095,31.3947,33.8452,36.6603,39.548,42.5587,45.1948,47.2625,48.7755,49.5252,49.9753,50.6247,51.2417,51.8732,52.735,54.7322,57.6366,61.032,64.3484,67.0224,69.4041,71.9049,74.0818,76.2937,78.449,80.726,83.1,85.7659,88.7127,91.8408,94.6501,96.84,98.5421,99.38
280,0.0973,0.2413,0.364,0.4798,0.6792,1.1303,2.1157,3.541,4.7695,5.7409,6.6004,7.4963,8.3163,9.1709,9.9906,10.8401,11.7948,12.9164,13.9289,15.0275,16.0129,16.7229,17.1198,17.3018,17.4138,17.5712,17.7176,17.8684,18.0758,18.5203,19.5272,20.9617,22.2191,23.1863,24.0766,25.0021,25.7176,26.4959,27.2759,28.1364,29.0904,30.2116,31.2642,32.425,33.5087,34.2683,34.7652,34.9892
281,0.069,0.1554,0.2306,0.3216,0.4335,0.6761,1.1934,1.962,2.6762,3.2966,3.89,4.4681,4.965,5.4947,6.0301,6.582,7.206,7.9172,8.5574,9.1801,9.6982,10.0653,10.3185,10.425,10.4947,10.5935,10.6818,10.7643,10.8617,11.09,11.6191,12.3832,13.0804,13.6856,14.2613,14.8378,15.3052,15.8007,16.3126,16.8819,17.4885,18.1982,18.8685,19.5965,20.2199,20.632,20.9214,21.0626
282,0.3925,0.9556,1.4217,1.8829,2.4539,3.6336,5.828,9.18,13.0338,16.266,19.067,21.7879,24.3861,26.9595,29.4228,31.9675,34.7613,38.1641,41.4646,44.3991,46.9002,48.9383,50.3669,51.0674,51.4392,51.9826,52.4635,52.9244,53.4585,54.6341,56.8721,60.1426,63.9131,67.0715,69.78,72.5774,75.0515,77.5778,80.0229,82.6897,85.5757,88.8231,92.1399,95.2699,97.929,100.0303,101.59,102.3492
283,0.1009,0.2686,0.4299,0.608,0.8149,1.2147,1.8866,2.8889,3.8644,4.7535,5.5833,6.3984,7.0958,7.7926,8.4676,9.2025,9.9978,10.9154,11.7473,12.5738,13.2702,13.8348,14.2204,14.406,14.5194,14.6691,14.822,14.9642,15.1615,15.5406,16.2436,17.1946,18.1172,18.9462,19.7239,20.5404,21.1978,21.8711,22.5426,23.269,24.0188,24.9148,25.7805,26.7084,27.5251,28.1664,28.6305,28.8594
284,0.8179,1.9569,2.9517,3.9343,5.1877,7.6567,11.763,17.5993,23.7299,28.8511,33.3296,37.6602,41.3437,45.3676,49.4817,53.5632,57.9238,62.9398,67.9658,72.8348,77.0699,80.4702,83.073,84.3628,85.1509,86.2483,87.2499,88.2074,89.4561,91.9918,96.3587,102.3033,108.5635,113.7253,118.3253,122.8896,126.6782,130.7044,134.7078,138.9161,143.1769,148.1737,153.3675,158.7833,163.8991,167.7364,170.612,172.0548
285,0.1238,0.2848,0.4115,0.5422,0.6968,0.9632,1.4772,2.4741,3.7867,5.0368,6.1372,7.2324,8.1929,9.0834,9.9933,10.9098,11.8709,13.1119,14.4356,15.6005,16.5343,17.2648,17.751,17.999,18.1134,18.271,18.4095,18.5426,18.6888,18.9223,19.4521,20.4208,21.7355,22.9676,24.0409,25.1276,26.0822,26.948,27.8176,28.7212,29.6521,30.803,32.0918,33.3445,34.3602,35.1537,35.7133,35.968
286,1.0854,2.5684,3.9847,5.3324,6.8681,9.6544,14.696,22.8664,31.5089,37.3892,42.3725,47.2114,51.9248,56.3921,60.8257,65.3381,70.2339,76.1398,82.5534,89.2961,95.1701,100.0665,103.7151,105.4866,106.5608,108.0497,109.4203,110.7428,112.2424,115.0338,120.3364,128.6865,137.6572,143.9973,149.39,154.6453,159.4559,164.009,168.4664,173.0092,177.6778,183.4139,189.7446,196.7435,203.1556,208.3158,212.2474,214.2056
287,0.1792,0.4792,0.7523,1.0342,1.3561,1.9304,2.9958,4.5129,6.0508,7.4348,8.773,10.11,11.2687,12.4927,13.6928,14.9724,16.4354,17.9694,19.4159,20.8133,21.9133,22.8548,23.5634,23.9368,24.1348,24.4001,24.6542,24.8961,25.1987,25.7542,26.8106,28.2801,29.8055,31.2324,32.5627,33.8365,34.9232,36.0948,37.3051,38.5953,40.0586,41.6665,43.1043,44.538,45.7643,46.6826,47.4067,47.7782
288,0.575,1.396,2.102,2.7986,3.6307,5.3156,8.654,13.7885,19.5527,24.7427,29.3556,33.9515,37.8561,41.8497,45.8631,49.9244,54.1998,59.5041,64.675,69.3566,73.3149,76.4805,78.7043,79.7358,80.2875,81.0681,81.7929,82.4627,83.2912,84.9746,88.5176,93.9218,99.9715,105.2712,109.8989,114.6479,118.5249,122.4592,126.4652,130.611,135.0206,140.2335,145.5174,150.6687,155.2428,158.7031,161.1906,162.3676
289,0.343,0.7901,1.1392,1.4684,1.8504,2.5145,3.906,6.4786,9.6349,12.2468,14.3531,16.3049,18.2258,20.1573,21.9889,23.8902,25.8209,28.0727,30.5711,33.2576,35.7361,37.8463,39.3685,40.0274,40.3801,40.8002,41.1384,41.4622,41.8284,42.4458,43.8351,46.3561,49.4819,52.0727,54.1343,56.1877,58.13,60.1113,62.0203,63.937,65.8867,68.0588,70.6363,73.4945,76.1687,78.4514,80.2004,80.9504
290,0.1798,0.465,0.744,1.0392,1.4026,2.0617,3.2591,5.0895,6.8214,8.2976,9.6538,10.9542,12.0905,13.2826,14.4853,15.7353,17.1494,18.7395,20.1617,21.6471,22.878,23.8743,24.5634,24.905,25.114,25.4022,25.6899,25.95,26.3007,26.9633,28.2014,30.0313,31.7856,33.2662,34.6358,35.9779,37.1074,38.2768,39.4636,40.7027,42.0307,43.5856,45.0306,46.5583,47.9238,49.0009,49.8054,50.1858
291,0.276,0.6347,0.9305,1.2286,1.5376,2.1374,3.4642,5.8823,8.9073,11.6065,13.9032,16.068,17.8341,19.5485,21.3321,23.1614,25.0326,27.2372,29.4448,31.6102,33.5251,35.1253,36.2467,36.77,37.0358,37.3836,37.6835,37.9527,38.2724,38.8507,40.1812,42.6158,45.613,48.3113,50.6527,52.8275,54.5857,56.2392,57.9288,59.7183,61.5877,63.7089,65.9378,68.2171,70.3369,72.0054,73.2292,73.8236
292,1.1006,2.532,3.722,4.8832,6.15,8.4329,12.9347,20.9922,30.7278,38.6097,44.7449,50.2493,55.1296,59.9558,64.6987,69.5604,74.7286,80.6252,86.6887,93.1962,99.2569,104.3382,108.2596,110.2548,111.344,112.7223,113.9168,115.011,116.2493,118.4448,123.0619,131.0017,140.6539,148.5003,154.6957,160.3484,165.1752,169.9089,174.6752,179.6159,184.6798,190.3047,196.2552,202.9672,209.4626,214.7602,219.0038,221.142
293,0.8423,2.0845,3.1491,4.2513,5.748,8.8371,14.2295,21.5225,28.9801,35.1982,40.5974,45.6517,50.2953,54.9819,59.7853,64.6017,69.6854,75.3569,81.1269,87.1217,92.4597,96.8146,99.9229,101.4766,102.3211,103.4679,104.5062,105.5577,106.9258,109.8506,115.3361,122.4879,129.7656,135.7888,140.9704,146.1471,150.8002,155.3493,159.9827,164.7607,169.6947,175.2333,181.1693,187.6141,193.4679,198.0726,201.6296,203.3838
294,0.4432,1.0229,1.5048,1.9701,2.4887,3.4172,5.4672,9.3393,13.9211,17.8162,21.1827,24.2476,26.9857,29.7154,32.4692,35.3097,38.1997,41.6324,45.133,48.6525,51.8692,54.5928,56.4837,57.3252,57.771,58.3453,58.8445,59.3047,59.8185,60.7277,62.8513,66.7046,71.2993,75.1091,78.4602,81.692,84.3854,87.0625,89.7448,92.6167,95.4407,98.7246,102.2024,105.8651,109.3439,112.2231,114.3016,115.2508
295,0.7547,1.7476,2.601,3.3907,4.2465,5.8122,9.142,15.3087,22.6759,28.6145,33.4729,37.9291,41.7352,45.72,49.8543,54.0544,58.4394,63.3896,68.3425,73.4586,78.124,82.0929,85.0206,86.3952,87.165,88.1198,88.964,89.7454,90.6065,92.1783,95.6921,101.795,109.0844,114.9863,119.9128,124.5472,128.319,132.2342,136.2698,140.5734,145.1353,149.9338,154.8438,160.193,165.2294,169.3321,172.5662,174.1558
296,0.1278,0.3179,0.4736,0.6376,0.8533,1.2739,2.1138,3.4903,4.8978,6.1032,7.1504,8.1672,8.9806,9.9174,10.8289,11.7555,12.7752,13.9258,14.9388,15.9493,16.8069,17.4502,17.9194,18.1292,18.2381,18.4332,18.6206,18.8123,19.0354,19.4762,20.3021,21.5867,22.8088,23.8731,24.8506,25.9465,26.8335,27.7248,28.6337,29.6759,30.7768,31.9566,33.0415,34.226,35.2954,36.1238,36.7658,37.0538
297,1.081,2.6051,3.9454,5.2423,6.8607,10.0164,14.7611,22.1476,31.1051,37.9095,43.6416,49.2818,54.4815,59.6363,64.6818,69.675,75.0935,81.6358,88.5807,95.4231,101.387,106.1789,109.8314,111.6636,112.7121,114.1107,115.4481,116.6796,118.1758,121.2389,126.1397,133.4783,142.3581,149.0084,154.7257,160.4626,165.6342,170.7012,175.7033,180.7231,185.9583,192.3516,199.2279,206.4837,212.807,217.7761,221.6199,223.544
298,0.1603,0.3629,0.5442,0.7518,0.9869,1.324,1.8852,2.973,4.2719,5.4796,6.5611,7.6457,8.7295,9.7472,10.7169,11.6859,12.7159,13.9175,15.1009,16.2008,17.1625,18.0159,18.645,18.9442,19.1003,19.3092,19.5005,19.6815,19.8796,20.2023,20.7788,21.8234,23.0927,24.2234,25.275,26.3377,27.3577,28.3274,29.2807,30.2463,31.1927,32.3105,33.4674,34.557,35.5359,36.3752,37.0219,37.3336
299,0.5011,1.1932,1.8123,2.3949,2.9988,3.9114,5.5425,8.8534,13.2706,17.4315,21.3761,25.8308,30.605,35.1583,39.5254,44.0757,48.9851,55.1195,61.7204,67.2878,71.7841,75.6913,78.5279,79.665,80.1134,80.7879,81.3384,81.8483,82.457,83.3668,85.0277,88.2773,92.6127,96.7298,100.6204,105.0719,109.693,114.0039,118.2335,122.6468,127.2833,132.9792,139.3868,145.0652,149.7912,153.7453,156.8865,158.071
300,0.697,1.4343,2.0542,2.6471,3.3113,4.3525,6.3247,10.3578,15.3697,19.7175,23.7713,28.0173,32.1552,35.9885,39.7164,43.5687,47.6794,52.8565,57.8551,62.1624,65.8121,68.9444,71.3398,72.4428,72.9691,73.6503,74.2324,74.783,75.4116,76.3966,78.3765,82.263,87.0279,91.1968,95.103,99.1587,103.0175,106.6112,110.0715,113.7559,117.5675,122.2881,127.033,131.4419,135.1528,138.189,140.5114,141.5716
301,1.1372,1.8975,2.5242,3.1055,3.7889,4.8399,6.8062,10.7335,15.8904,20.5473,24.789,29.4884,34.1628,38.5595,42.7538,47.0889,51.7342,57.5254,63.3222,68.3611,72.4541,75.875,78.3519,79.4436,79.9666,80.6528,81.2709,81.8291,82.4889,83.5123,85.5346,89.4483,94.4639,98.9682,103.209,107.8569,112.5106,116.8142,120.825,125.0095,129.4725,134.9302,140.6366,145.7236,149.9725,153.4593,156.004,157.1498
302,0.234,0.5507,0.818,1.066,1.342,1.8715,2.9935,5.1755,7.9188,10.5998,13.0772,15.4933,17.5924,19.4782,21.383,23.4267,25.5783,27.9899,30.2734,32.37,34.2007,35.6495,36.6758,37.1502,37.3876,37.6758,37.9171,38.1356,38.396,38.8728,40.0165,42.1715,44.8389,47.412,49.8367,52.1736,54.1664,55.9272,57.7572,59.7014,61.6865,63.9172,66.0647,68.1186,69.8776,71.2856,72.3198,72.8
303,0.4276,1.0104,1.531,2.0578,2.6868,3.5882,5.1677,8.0682,11.3447,14.2254,16.7947,19.3485,21.8276,24.2189,26.5786,29.0862,31.695,34.7695,37.6486,40.4524,43.0089,45.2028,46.8521,47.6826,48.0919,48.6436,49.1535,49.6599,50.2134,51.0395,52.6946,55.5777,58.8594,61.7261,64.3335,66.97,69.3853,71.707,74.0288,76.4754,78.9219,81.8677,84.6895,87.4588,90.0783,92.3113,94.0056,94.814
304,0.112,0.2781,0.44,0.5999,0.7841,1.0417,1.4777,2.2829,3.2313,4.0766,4.8454,5.6414,6.4702,7.2706,8.0429,8.8489,9.7013,10.6379,11.6222,12.5258,13.2901,13.9662,14.5098,14.7822,14.8993,15.0766,15.2417,15.397,15.5762,15.8303,16.2925,17.0745,18.0248,18.8776,19.6637,20.5028,21.3291,22.1073,22.8327,23.6336,24.4683,25.3825,26.3088,27.196,27.9647,28.6313,29.1652,29.4364
305,1.1792,2.6315,3.8744,5.0478,6.3462,8.5672,13.0212,21.1098,30.4189,38.2015,45.0441,51.6714,58.2582,64.6723,70.9498,77.2371,83.8735,91.6658,99.5522,107.2219,114.3659,120.6406,125.3271,127.5414,128.6398,130.0047,131.1746,132.2728,133.4771,135.6528,139.9758,147.7432,156.7039,164.1028,170.6848,177.1704,183.2589,189.5577,195.7843,202.1194,208.8098,216.421,224.5466,232.9244,240.878,247.752,252.966,255.3228
306,0.5702,1.3514,2.0046,2.6511,3.3492,4.3745,6.2341,10.0266,15.4707,21.496,27.8297,35.3258,42.7329,49.2047,55.7323,62.458,69.6574,79.3794,90.0051,97.7741,103.1387,107.4138,110.2557,111.5588,112.1081,112.835,113.4616,114.0565,114.7166,115.7054,117.5806,121.2228,126.5124,132.375,138.4294,145.4872,152.3032,158.3611,164.396,170.7059,177.4218,186.3606,196.2499,203.9566,209.3383,213.4358,216.286,217.549
307,0.5351,1.2601,1.8741,2.469,3.14,4.207,6.144,10.1369,15.2265,20.1636,24.902,29.671,34.179,38.3743,42.666,47.0183,51.7223,56.688,61.4258,65.821,69.5747,72.6697,74.8897,75.935,76.4569,77.1054,77.7147,78.2589,78.8762,79.8604,81.8547,85.7242,90.6814,95.4774,100.0585,104.7499,108.9736,112.9175,116.9124,121.0635,125.4456,130.0823,134.6894,139.1769,143.1216,146.2732,148.6201,149.7392
308,0.5459,1.1834,1.7323,2.2532,2.8337,3.7985,5.6453,9.4432,14.4637,19.4825,24.3688,29.464,34.3088,38.8287,43.4705,48.1395,53.0254,58.9385,64.8898,69.953,73.8783,77.0654,79.3886,80.4562,80.9252,81.5656,82.1293,82.6524,83.2436,84.1884,86.0902,89.7442,94.6837,99.5774,104.3238,109.3239,113.9175,118.2277,122.6501,127.2163,131.8533,137.3829,143.1748,148.3618,152.5361,155.7992,158.2789,159.3818
309,0.154,0.3977,0.6197,0.8327,1.0913,1.4988,2.1006,3.2091,4.6396,5.9589,7.191,8.3792,9.6018,10.762,11.8807,13.02,14.2205,15.6212,17.0089,18.3134,19.4642,20.5024,21.2348,21.5778,21.7221,21.9424,22.1497,22.3399,22.5539,22.8909,23.5016,24.5968,25.9174,27.1434,28.2968,29.4533,30.526,31.5765,32.598,33.6801,34.7907,36.1159,37.4763,38.7901,39.9944,40.9698,41.7263,42.083
310,0.783,1.4108,1.9393,2.4416,3.0043,3.9159,5.9558,10.5812,16.0649,20.7965,24.9218,29.0588,33.0356,36.7508,40.4242,44.3163,48.4808,53.7881,59.0223,63.5756,67.3643,70.3883,72.6185,73.6136,74.0899,74.6818,75.2177,75.7281,76.2657,77.1624,79.2855,83.8084,89.227,93.8288,97.8333,102.0584,106.0148,109.6572,113.2809,117.1524,121.2171,126.4175,131.795,136.6077,140.6395,143.8382,146.1499,147.2092
311,0.3382,0.7916,1.1661,1.5758,2.1023,2.7956,4.0537,6.4662,9.2491,11.7164,13.8897,15.8971,17.8261,19.6681,21.3864,23.2289,25.1582,27.4185,29.6465,31.8776,33.9206,35.6488,36.8778,37.4942,37.7836,38.1778,38.5353,38.8596,39.2306,39.8524,41.1262,43.4444,46.1531,48.5399,50.608,52.585,54.358,56.1102,57.8077,59.5777,61.4036,63.5424,65.6795,67.8796,69.9745,71.6633,72.9303,73.5342
312,0.283,0.6734,1.0266,1.3835,1.7621,2.341,3.3627,5.4996,8.3331,11.0512,13.7112,16.3186,18.6844,20.9008,23.1955,25.566,28.0376,30.7741,33.2948,35.4957,37.3574,38.967,40.1187,40.6908,40.9679,41.3434,41.6788,42.0111,42.3603,42.8971,43.9614,46.0586,48.8447,51.501,54.1083,56.7013,58.9231,60.9823,63.0963,65.3301,67.5584,70.146,72.5898,74.7814,76.6664,78.1808,79.3536,79.9172
313,0.005,0.0137,0.0191,0.026,0.0369,0.0652,0.1299,0.1883,0.2594,0.3362,0.4319,0.5277,0.6017,0.6764,0.7655,0.8459,0.9303,1.0017,1.054,1.0952,1.1181,1.1363,1.15,1.1552,1.1577,1.1626,1.1702,1.1764,1.1839,1.2097,1.2723,1.3265,1.4024,1.4879,1.578,1.6757,1.7555,1.8498,1.9416,2.0372,2.1232,2.2018,2.2555,2.3101,2.3505,2.3717,2.3864,2.3916
314,0.0225,0.0482,0.082,0.1095,0.151,0.2283,0.3849,0.6559,0.894,1.1201,1.3489,1.5754,1.7584,1.9602,2.1551,2.341,2.5558,2.7991,3.002,3.1959,3.3473,3.4599,3.538,3.583,3.6064,3.6392,3.6722,3.7018,3.7418,3.8186,3.9922,4.2757,4.5206,4.7566,4.9878,5.2316,5.4407,5.6585,5.8669,6.0916,6.3156,6.5674,6.7922,7.0155,7.2301,7.3952,7.5084,7.5592
315,0.0048,0.0157,0.0247,0.0347,0.0453,0.0681,0.1253,0.2001,0.263,0.3412,0.4226,0.5061,0.579,0.648,0.7122,0.7772,0.8498,0.9338,0.9981,1.0509,1.0871,1.116,1.1336,1.1408,1.1463,1.1549,1.162,1.1687,1.1805,1.1998,1.2555,1.3243,1.3856,1.4564,1.527,1.6084,1.676,1.7384,1.8029,1.8938,1.9682,2.0601,2.1379,2.2122,2.2616,2.2923,2.3172,2.3298
316,0.0029,0.0076,0.0115,0.0153,0.0191,0.0285,0.053,0.087,0.1308,0.1752,0.221,0.2742,0.3148,0.3592,0.402,0.4406,0.482,0.5278,0.5535,0.5821,0.6017,0.6156,0.6221,0.626,0.628,0.6305,0.6337,0.6376,0.6429,0.6527,0.6795,0.7063,0.744,0.7862,0.8329,0.8885,0.9284,0.9727,1.0221,1.0705,1.1122,1.1618,1.2003,1.232,1.262,1.284,1.3014,1.3096
317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,0.0104,0.0266,0.0437,0.0641,0.0868,0.1382,0.3086,0.4876,0.6504,0.8163,0.9853,1.1627,1.3108,1.4433,1.5855,1.7447,1.9106,2.0633,2.1954,2.306,2.3873,2.4365,2.4747,2.4934,2.5059,2.5251,2.5424,2.5614,2.5838,2.6307,2.7816,2.9959,3.1533,3.3166,3.4933,3.6852,3.8153,3.9582,4.1154,4.2872,4.4607,4.6345,4.7924,4.9358,5.0744,5.1679,5.217,5.2382
319,0.0303,0.0844,0.1311,0.1794,0.2323,0.3438,0.5502,0.9798,1.4589,1.8617,2.2271,2.6132,2.9301,3.223,3.5554,3.8752,4.2159,4.5916,4.9987,5.4089,5.7504,6.0078,6.1599,6.2214,6.2521,6.2921,6.3301,6.3732,6.4307,6.5419,6.7507,7.1677,7.6597,8.0993,8.4784,8.8986,9.2139,9.5018,9.8444,10.1781,10.551,10.9666,11.385,11.845,12.2806,12.5994,12.8057,12.8888
320,0.0425,0.1072,0.1697,0.2378,0.3254,0.5029,0.8732,1.3946,1.9322,2.4512,2.9641,3.4903,3.9704,4.4682,4.9062,5.3463,5.8092,6.341,6.787,7.2333,7.6055,7.8815,8.0473,8.1136,8.1597,8.2177,8.2791,8.3453,8.4248,8.591,8.948,9.4932,10.0306,10.5458,11.0713,11.5839,12.0527,12.4988,12.9203,13.3639,13.8418,14.3982,14.8697,15.3745,15.8584,16.2152,16.4465,16.5448
321,0.0719,0.201,0.3156,0.4279,0.573,0.8185,1.226,1.8937,2.4916,3.0429,3.5335,4.0262,4.4676,4.9142,5.3749,5.8506,6.3494,6.9165,7.4253,7.9184,8.3208,8.6409,8.868,8.9878,9.0683,9.1799,9.288,9.4013,9.5366,9.7775,10.1932,10.8581,11.4629,12.0137,12.542,13.0981,13.5395,14.0094,14.4861,14.9833,15.4617,16.0313,16.5604,17.1211,17.6779,18.0847,18.3818,18.5168
322,0.1127,0.2838,0.4359,0.5747,0.7588,1.0814,1.6847,2.7114,3.7062,4.6524,5.5745,6.5111,7.3979,8.2315,9.0682,9.9075,10.8325,11.8356,12.732,13.597,14.2871,14.8478,15.2285,15.4156,15.5225,15.6771,15.8068,15.955,16.1257,16.433,17.0241,18.0261,18.9944,19.9151,20.8427,21.8046,22.6626,23.4861,24.3383,25.1832,26.1136,27.1251,28.0431,29.0532,29.9765,30.6644,31.1387,31.3524
323,0.0257,0.0642,0.0946,0.1257,0.1745,0.2856,0.5685,0.9749,1.3261,1.6536,1.9634,2.3101,2.6013,2.9065,3.19,3.4825,3.801,4.1201,4.3961,4.659,4.8689,5.0248,5.1067,5.1478,5.1695,5.2029,5.2346,5.268,5.3149,5.4235,5.7095,6.1075,6.4607,6.8021,7.132,7.4803,7.763,8.0431,8.3445,8.636,8.9593,9.3199,9.6156,9.9378,10.2302,10.4499,10.58,10.6362
324,0.0314,0.0745,0.1199,0.1754,0.257,0.412,0.7288,1.2823,1.7687,2.1635,2.5363,2.9529,3.2954,3.6417,3.9683,4.3105,4.6925,5.1391,5.5401,5.9122,6.2159,6.4603,6.6065,6.6682,6.7088,6.7573,6.8009,6.8418,6.9209,7.0514,7.386,7.9541,8.4319,8.8622,9.2389,9.6381,9.9609,10.279,10.6082,10.9535,11.3252,11.7759,12.1863,12.6109,12.9969,13.2929,13.4793,13.5536
325,0.005,0.0113,0.0166,0.0242,0.0319,0.0503,0.086,0.1454,0.2514,0.3554,0.4589,0.5757,0.6877,0.789,0.8865,0.9693,1.071,1.1833,1.3168,1.4075,1.4625,1.506,1.5296,1.539,1.5431,1.5499,1.5568,1.5633,1.5729,1.5899,1.63,1.688,1.7789,1.8777,1.9778,2.1087,2.2132,2.3198,2.4362,2.5497,2.658,2.7819,2.9218,3.0189,3.0858,3.1374,3.172,3.1844
