Community ID,flow0,flow1,flow2,flow3,flow4,flow5,flow6,flow7,flow8,flow9,flow10,flow11,flow12,flow13,flow14,flow15,flow16,flow17,flow18,flow19,flow20,flow21,flow22,flow23,flow24,flow25,flow26,flow27,flow28,flow29,flow30,flow31,flow32,flow33,flow34,flow35,flow36,flow37,flow38,flow39,flow40,flow41,flow42,flow43,flow44,flow45,flow46,flow47
210,0.0016,0.0051,0.0098,0.015,0.0222,0.0465,0.0841,0.1315,0.1822,0.2365,0.2902,0.3512,0.3954,0.4473,0.4998,0.5465,0.5956,0.6467,0.6889,0.7195,0.7451,0.7543,0.7619,0.7646,0.7672,0.7712,0.7746,0.7797,0.7864,0.8095,0.8492,0.8896,0.9387,0.9925,1.0521,1.1111,1.1561,1.2069,1.257,1.3046,1.3594,1.412,1.4521,1.485,1.5086,1.5223,1.532,1.5368
211,0.0872,0.192,0.2853,0.3778,0.5191,0.7889,1.263,1.9567,2.6091,3.2211,3.8065,4.4005,4.8565,5.34,5.8641,6.4024,7.0388,7.717,8.2447,8.8038,9.2705,9.6219,9.8748,10.0086,10.0935,10.202,10.3119,10.4152,10.5446,10.805,11.2981,11.9891,12.661,13.2945,13.9347,14.615,15.1071,15.5906,16.0869,16.6874,17.3147,17.9385,18.525,19.1421,19.7118,20.1516,20.4551,20.603
212,0.0568,0.1502,0.2339,0.3097,0.4333,0.6859,1.1749,1.908,2.5188,3.0947,3.6266,4.2235,4.6734,5.1317,5.6236,6.1391,6.6901,7.3654,7.9268,8.4963,8.9199,9.2258,9.426,9.5046,9.5705,9.6654,9.7453,9.8286,9.9504,10.2027,10.6956,11.3971,12.0135,12.5814,13.1494,13.7457,14.1613,14.601,15.076,15.5927,16.1217,16.7683,17.3676,17.9883,18.4757,18.834,19.0942,19.2082
213,0.0971,0.2153,0.3122,0.4006,0.5561,0.9333,1.7175,3.413,4.9063,6.0394,6.9989,8.0576,8.9273,9.9146,10.818,11.6351,12.5694,13.7897,14.9034,16.2073,17.2728,18.0593,18.5446,18.7512,18.8524,18.9624,19.0598,19.1514,19.3027,19.6664,20.4522,22.1363,23.6515,24.7816,25.7848,26.8823,27.7467,28.7043,29.5911,30.4286,31.3821,32.6095,33.7753,35.1291,36.3689,37.2466,37.8493,38.099
214,0.0501,0.113,0.18,0.2351,0.323,0.5431,0.9771,1.6527,2.3083,2.8411,3.3277,3.8345,4.2416,4.7235,5.171,5.5832,6.0945,6.6886,7.1857,7.736,8.2261,8.5833,8.8078,8.9064,8.9549,9.0177,9.0905,9.1461,9.2233,9.4371,9.8827,10.5781,11.2249,11.7412,12.2062,12.736,13.1377,13.5725,13.9931,14.4124,14.876,15.4467,15.9372,16.5139,17.1152,17.5292,17.8099,17.9344
215,0.0492,0.1129,0.1687,0.2327,0.329,0.5434,0.9862,1.5957,2.2265,2.8545,3.4598,4.1061,4.6218,5.1825,5.7279,6.249,6.8423,7.489,8.0905,8.6489,9.0879,9.4174,9.6139,9.706,9.7489,9.8176,9.8788,9.9489,10.043,10.2623,10.7154,11.3196,11.9258,12.5473,13.1405,13.819,14.2932,14.8102,15.3218,15.8612,16.4355,17.0481,17.6907,18.3374,18.8985,19.2943,19.5402,19.646
216,0.2142,0.4772,0.6842,0.8765,1.1766,1.9593,3.6264,7.2728,11.1129,14.4163,17.4866,21.0497,23.724,26.474,29.2567,31.964,34.9845,38.7962,42.0827,45.5768,48.8242,51.2521,52.5033,52.9928,53.1993,53.4399,53.6446,53.8372,54.1046,54.8334,56.5294,60.181,64.0985,67.4638,70.6451,74.3002,76.9505,79.686,82.3813,85.0781,88.197,91.9644,95.416,99.1068,102.9551,105.9151,107.5615,108.1864
217,0.0418,0.105,0.1625,0.2272,0.3079,0.5148,0.891,1.5527,2.1444,2.6307,3.0861,3.5559,3.9502,4.3691,4.8078,5.2541,5.7253,6.2945,6.7764,7.2533,7.6185,7.8637,8.0259,8.0994,8.1501,8.2117,8.2748,8.3329,8.4145,8.6116,8.9763,9.6367,10.2143,10.7253,11.1655,11.6372,11.9902,12.3668,12.7748,13.2023,13.6495,14.209,14.7659,15.3036,15.7372,16.0312,16.2389,16.332
218,0.0029,0.0078,0.0157,0.0233,0.0386,0.0625,0.1071,0.1823,0.273,0.3806,0.4865,0.5906,0.6854,0.7971,0.9225,1.0118,1.1178,1.2229,1.305,1.3649,1.4086,1.4432,1.4643,1.4706,1.474,1.4781,1.4834,1.4897,1.498,1.5205,1.5717,1.6511,1.7496,1.8409,1.9544,2.0895,2.1892,2.287,2.3958,2.5068,2.6238,2.7281,2.8153,2.8854,2.9422,2.9839,3.0102,3.0244
219,0.0058,0.0158,0.0272,0.0379,0.053,0.0953,0.178,0.2952,0.3909,0.4891,0.587,0.6937,0.7765,0.8616,0.9451,1.0297,1.1274,1.2442,1.336,1.418,1.4791,1.522,1.5435,1.5552,1.5607,1.5712,1.5854,1.5964,1.6153,1.6547,1.7473,1.872,1.9779,2.0797,2.1855,2.2964,2.3786,2.4496,2.5267,2.6189,2.715,2.8336,2.9455,3.0451,3.1113,3.1625,3.1986,3.2174
220,0.0037,0.0101,0.0178,0.0267,0.0412,0.0766,0.1345,0.2081,0.2835,0.3608,0.436,0.5201,0.5837,0.6455,0.7159,0.7861,0.869,0.9593,1.0209,1.079,1.1201,1.1533,1.1721,1.1804,1.1856,1.1937,1.2009,1.2086,1.2212,1.2493,1.306,1.3804,1.4573,1.5414,1.6221,1.7001,1.7623,1.8254,1.892,1.9692,2.0532,2.1415,2.2215,2.3122,2.386,2.4287,2.4624,2.4786
221,0.0233,0.0512,0.0866,0.1068,0.1479,0.215,0.342,0.4814,0.6301,0.7949,0.9762,1.1721,1.3114,1.454,1.5913,1.7611,1.9027,2.0636,2.1916,2.3029,2.3916,2.4648,2.5175,2.5484,2.5772,2.6028,2.6377,2.6653,2.7048,2.7732,2.9074,3.0535,3.2115,3.3696,3.526,3.7159,3.853,3.9949,4.1518,4.3399,4.5311,4.7051,4.8696,5.0218,5.1508,5.2396,5.3197,5.3582
222,0.005,0.0121,0.0215,0.0324,0.0569,0.113,0.1985,0.3397,0.4625,0.5829,0.7158,0.8444,0.9431,1.0718,1.1932,1.301,1.4155,1.5338,1.632,1.7232,1.7853,1.822,1.8451,1.856,1.8595,1.8671,1.8769,1.8868,1.9073,1.9544,2.0501,2.1879,2.345,2.5115,2.6583,2.7883,2.8898,2.9951,3.1144,3.2329,3.3529,3.4692,3.5718,3.6882,3.7758,3.837,3.877,3.892
223,0.0049,0.0108,0.0163,0.0214,0.032,0.0516,0.0965,0.1477,0.2181,0.3037,0.3915,0.4748,0.5439,0.6102,0.6857,0.7428,0.8126,0.8781,0.9316,0.9778,1.0288,1.0558,1.0731,1.08,1.0843,1.0905,1.094,1.1023,1.1143,1.1386,1.1844,1.2337,1.2983,1.3771,1.4735,1.5747,1.6594,1.7249,1.7955,1.8725,1.95,2.0233,2.0891,2.1555,2.2211,2.2638,2.2862,2.297
224,0.0251,0.0654,0.1033,0.1472,0.213,0.3377,0.5946,0.92,1.2286,1.5513,1.8759,2.1878,2.4601,2.7306,3.0222,3.3031,3.5988,3.9198,4.1876,4.4392,4.6368,4.7756,4.8731,4.9244,4.9488,4.9816,5.024,5.0648,5.1274,5.261,5.5225,5.8438,6.2015,6.5314,6.8537,7.1691,7.439,7.7105,7.9675,8.2766,8.588,8.908,9.1984,9.5063,9.7675,9.958,10.0824,10.1448
225,0.0447,0.1148,0.1755,0.245,0.3581,0.605,1.0785,1.8134,2.4329,2.9675,3.4463,3.9253,4.2943,4.6944,5.1177,5.5618,6.0367,6.6802,7.2244,7.7478,8.1274,8.4027,8.5795,8.6598,8.7078,8.7729,8.8386,8.9269,9.0381,9.2814,9.7793,10.5164,11.1428,11.716,12.232,12.7561,13.1293,13.5198,13.9145,14.3541,14.8057,15.4366,15.9995,16.5758,17.035,17.335,17.5343,17.6236
226,0.0829,0.195,0.286,0.3818,0.5293,0.836,1.4331,2.45,3.3991,4.2091,4.9554,5.7844,6.4034,7.1198,7.831,8.5082,9.3107,10.1635,10.9118,11.7067,12.3745,12.8623,13.2051,13.3454,13.4232,13.5281,13.6275,13.7318,13.8796,14.1915,14.8072,15.8063,16.7124,17.5561,18.3331,19.1743,19.7598,20.4258,21.1179,21.8259,22.6029,23.4567,24.2448,25.1077,25.9101,26.4958,26.9106,27.0892
227,0.0498,0.1209,0.1977,0.2503,0.3204,0.5019,0.8738,1.5907,2.3149,2.9016,3.4283,3.9757,4.3916,4.8949,5.3616,5.7886,6.2869,6.8837,7.4763,8.1272,8.7536,9.1989,9.4591,9.5688,9.6196,9.6901,9.7447,9.7891,9.8578,10.0456,10.4428,11.1897,11.9791,12.5845,13.1305,13.7111,14.1205,14.6229,15.0644,15.504,16.004,16.5843,17.1722,17.8589,18.5746,19.0932,19.4095,19.547
228,0.0516,0.1162,0.1851,0.2425,0.3048,0.4324,0.6346,1.0378,1.557,2.0794,2.6107,3.2334,3.7681,4.1931,4.6636,5.1533,5.7379,6.6566,7.2005,7.6899,8.1012,8.3372,8.486,8.5604,8.6088,8.67,8.7311,8.7903,8.8571,8.9829,9.2078,9.6185,10.1315,10.6785,11.2166,11.8526,12.3729,12.7957,13.2456,13.7606,14.327,15.2117,15.7633,16.2674,16.7155,16.9992,17.1811,17.2662
229,0.0244,0.0664,0.0987,0.1302,0.1694,0.2287,0.3257,0.4827,0.6828,0.9177,1.1843,1.5051,1.7737,2.0242,2.2777,2.5297,2.8208,3.1216,3.3889,3.6367,3.8547,4.0583,4.1932,4.245,4.2695,4.3029,4.3379,4.3676,4.4051,4.4578,4.5633,4.7372,4.9327,5.1906,5.4636,5.772,6.0461,6.3217,6.5887,6.8863,7.26,7.6015,7.9565,8.28,8.6292,8.9397,9.1717,9.2656
230,0.0052,0.013,0.0225,0.0334,0.0497,0.0852,0.1457,0.2208,0.309,0.3977,0.4836,0.5667,0.6323,0.6968,0.7687,0.8363,0.9178,0.9992,1.0662,1.124,1.1547,1.18,1.1965,1.204,1.208,1.215,1.2259,1.2384,1.2592,1.2989,1.363,1.4509,1.5411,1.6354,1.7217,1.8126,1.8752,1.9498,2.0262,2.116,2.2083,2.2925,2.3721,2.4428,2.4982,2.5307,2.5498,2.5592
231,0.0397,0.0964,0.1525,0.2158,0.3214,0.6022,1.131,1.8507,2.5016,3.114,3.6752,4.217,4.6232,5.0845,5.5953,6.125,6.6944,7.3853,7.9584,8.5025,8.9343,9.2161,9.3889,9.462,9.4986,9.5547,9.6129,9.6798,9.7871,10.0484,10.5715,11.2842,11.9582,12.5987,13.219,13.8397,14.2575,14.7089,15.2503,15.8218,16.4144,17.1261,17.7671,18.3865,18.9351,19.293,19.5112,19.607
232,0.0163,0.0401,0.0623,0.0868,0.1382,0.2708,0.5589,0.9115,1.2839,1.6614,1.9996,2.3243,2.5567,2.8162,3.0558,3.3079,3.5839,3.8783,4.163,4.4426,4.6404,4.7755,4.8485,4.8778,4.8956,4.9214,4.9471,4.9711,5.0195,5.1398,5.4134,5.7421,6.049,6.3402,6.6357,6.9229,7.129,7.3774,7.6286,7.8991,8.2035,8.5266,8.8237,9.1514,9.4195,9.6016,9.7148,9.766
233,0.1382,0.3076,0.4463,0.5774,0.7779,1.2502,2.2654,4.248,6.2544,8.0778,9.8225,11.7346,13.1586,14.6455,16.2204,17.786,19.5588,21.7392,23.7522,25.548,27.2206,28.3651,29.0352,29.3196,29.4577,29.6198,29.7601,29.8893,30.0778,30.5238,31.568,33.5532,35.5608,37.4141,39.181,41.2134,42.6572,44.1265,45.7166,47.4485,49.3551,51.5153,53.5963,55.5464,57.4086,58.7585,59.5892,59.931
234,0.1129,0.2568,0.3794,0.509,0.7307,1.2581,2.3087,4.1022,5.7759,7.2229,8.5734,10.0096,11.0342,12.2188,13.4241,14.6423,16.0084,17.5224,19.0188,20.4372,21.7556,22.7262,23.3031,23.5366,23.6512,23.7894,23.9159,24.0379,24.2327,24.742,25.8513,27.6079,29.3238,30.8221,32.2099,33.6728,34.7064,35.8647,37.0934,38.3683,39.8312,41.3662,42.9071,44.45,45.9491,47.0919,47.8158,48.126
235,0.0069,0.0169,0.0271,0.0401,0.0698,0.1399,0.2382,0.3739,0.5013,0.62,0.7532,0.8755,0.9561,1.0488,1.1668,1.2829,1.407,1.5323,1.6422,1.7381,1.8049,1.8493,1.8766,1.8892,1.8977,1.9111,1.9221,1.9339,1.9612,2.031,2.1356,2.2669,2.3979,2.5196,2.6436,2.7572,2.8343,2.9191,3.0307,3.1469,3.2618,3.3841,3.4972,3.6062,3.6903,3.7475,3.7899,3.8114
236,0.0364,0.0808,0.1171,0.1599,0.2371,0.4102,0.8467,1.4691,2.0177,2.4461,2.8515,3.2516,3.5659,3.9363,4.3064,4.6881,5.0966,5.5733,5.9962,6.4075,6.7588,6.9981,7.1573,7.2198,7.2513,7.2946,7.3336,7.3769,7.4496,7.6252,8.0572,8.6624,9.2039,9.6398,10.0398,10.438,10.7386,11.1038,11.4963,11.9048,12.3151,12.7715,13.2569,13.729,14.1444,14.4407,14.6339,14.7166
237,0.0195,0.0495,0.0775,0.1081,0.1621,0.2965,0.5614,0.9437,1.294,1.607,1.9138,2.2284,2.4524,2.69,2.9541,3.2334,3.5276,3.9094,4.2203,4.5417,4.7961,4.9564,5.0482,5.0866,5.106,5.1318,5.1584,5.1881,5.239,5.3613,5.6248,6.0084,6.344,6.6395,6.9321,7.2402,7.458,7.6869,7.9612,8.2475,8.5468,8.9211,9.2523,9.5892,9.898,10.0981,10.2155,10.262
238,0.0243,0.0612,0.096,0.1317,0.1854,0.3646,0.7504,1.2039,1.6335,2.0725,2.5021,2.9622,3.2876,3.6849,4.0887,4.5016,4.9129,5.3552,5.7288,6.0564,6.3158,6.5009,6.5854,6.6284,6.6545,6.6847,6.7127,6.7483,6.8024,6.9731,7.3913,7.834,8.2564,8.6827,9.1399,9.6125,9.9496,10.358,10.7694,11.1986,11.643,12.1121,12.5276,12.914,13.2666,13.5182,13.6693,13.7302
239,0.0596,0.1358,0.2039,0.2741,0.3725,0.5826,1.033,1.7435,2.4692,3.0948,3.6811,4.3063,4.8196,5.3114,5.8442,6.4177,7.0451,7.8437,8.4712,9.1186,9.6446,9.994,10.2262,10.3392,10.3895,10.4566,10.5202,10.5895,10.6832,10.8919,11.3449,12.0549,12.7514,13.3657,13.9568,14.6112,15.124,15.6034,16.1223,16.7052,17.3131,18.102,18.742,19.454,20.0828,20.493,20.7704,20.8808
240,0.0122,0.0301,0.0442,0.0618,0.1299,0.28,0.5293,0.8574,1.2134,1.583,1.9382,2.2759,2.4997,2.7453,3.033,3.299,3.5843,3.8853,4.1439,4.372,4.5309,4.6321,4.6932,4.7138,4.7282,4.7489,4.7677,4.7913,4.8511,4.9979,5.2374,5.5398,5.8383,6.1162,6.3954,6.6552,6.8209,7.0268,7.2849,7.5486,7.857,8.1564,8.433,8.7203,8.9321,9.0758,9.1682,9.2064
241,0.0422,0.1008,0.1569,0.2143,0.3163,0.5539,1.0741,1.8562,2.5416,3.1447,3.738,4.3256,4.7439,5.2469,5.7849,6.3098,6.8842,7.523,8.1305,8.7063,9.1833,9.5335,9.7428,9.822,9.8617,9.9121,9.9647,10.0186,10.1135,10.3446,10.8735,11.6622,12.3492,12.9574,13.5399,14.1693,14.5889,15.0815,15.5853,16.1592,16.7325,17.3812,18.0706,18.7282,19.3178,19.75,20.0009,20.1226
242,0.0048,0.0106,0.0177,0.0268,0.0426,0.0825,0.144,0.2261,0.3243,0.4302,0.5223,0.6193,0.7004,0.788,0.8783,0.97,1.0652,1.1584,1.2309,1.3012,1.3433,1.3728,1.3929,1.4028,1.4075,1.4161,1.4224,1.4303,1.4431,1.4856,1.5484,1.6336,1.7266,1.8256,1.9299,2.0358,2.1075,2.1835,2.2696,2.362,2.463,2.5643,2.656,2.752,2.8299,2.8829,2.9205,2.9384
243,0.0013,0.0029,0.0043,0.0055,0.0082,0.0155,0.042,0.0776,0.1072,0.1373,0.1678,0.1983,0.2167,0.2437,0.2728,0.3017,0.3363,0.3663,0.3888,0.4079,0.4184,0.4259,0.4309,0.433,0.4342,0.4362,0.4376,0.4393,0.4418,0.4515,0.4766,0.5039,0.5277,0.5546,0.5797,0.6076,0.6256,0.649,0.6746,0.7081,0.7497,0.7898,0.821,0.8478,0.8652,0.8775,0.8842,0.8874
244,0.0549,0.1265,0.1847,0.2587,0.3805,0.7082,1.3038,2.0812,2.8088,3.4165,3.9852,4.5531,4.9571,5.5024,6.0626,6.6213,7.2346,7.9347,8.5987,9.231,9.7433,10.0919,10.3037,10.4006,10.4437,10.5081,10.5696,10.6294,10.7445,11.0517,11.6594,12.4746,13.2382,13.9208,14.5853,15.2237,15.6132,16.1589,16.7074,17.2832,17.922,18.6048,19.2917,19.997,20.6153,21.0655,21.3475,21.4638
245,0.0672,0.1561,0.2192,0.2885,0.3981,0.6835,1.3024,2.4588,3.6485,4.7618,5.7928,6.9973,7.8043,8.6598,9.6216,10.5489,11.6079,12.8899,14.1505,15.2294,16.2534,17.0708,17.4859,17.6352,17.7008,17.7891,17.8559,17.9165,18.0182,18.2975,18.9279,20.0766,21.2906,22.3897,23.4717,24.7637,25.5903,26.4431,27.4314,28.4263,29.6267,30.9285,32.1987,33.3815,34.5356,35.4989,36.028,36.2124
246,0.0321,0.0814,0.1353,0.1918,0.2829,0.5255,1.0374,1.7081,2.3012,2.7934,3.2857,3.7656,4.0913,4.5194,4.9442,5.3776,5.8564,6.3988,6.872,7.338,7.7449,8.0224,8.1754,8.2372,8.2774,8.3257,8.3816,8.4342,8.5219,8.7399,9.2614,9.916,10.4953,11.0019,11.5051,12.0163,12.34,12.7343,13.1624,13.6276,14.1342,14.6955,15.2383,15.7816,16.2694,16.6251,16.8371,16.9252
247,0.008,0.0186,0.0299,0.0399,0.0528,0.0971,0.178,0.3027,0.4457,0.5727,0.7048,0.8327,0.9297,1.0359,1.1653,1.2953,1.4282,1.5731,1.6719,1.7546,1.8191,1.8614,1.8909,1.9036,1.9103,1.9183,1.9268,1.937,1.9501,1.9885,2.0676,2.1851,2.312,2.4426,2.5797,2.7074,2.8154,2.9155,3.0488,3.2055,3.3482,3.4933,3.6123,3.7213,3.8055,3.8702,3.9133,3.9358
248,0.0093,0.0229,0.0377,0.0555,0.0854,0.1677,0.3492,0.5994,0.8205,1.0242,1.2124,1.3956,1.5249,1.6913,1.8583,2.0187,2.1896,2.3888,2.5706,2.731,2.8392,2.9159,2.9619,2.983,2.9926,3.004,3.0175,3.0332,3.0631,3.1447,3.3439,3.5794,3.7986,3.9879,4.1671,4.3389,4.4526,4.5936,4.7507,4.9261,5.0909,5.2835,5.4754,5.6693,5.8163,5.9183,5.9707,5.995
249,0.1992,0.4749,0.7247,0.9699,1.2439,1.7171,2.584,4.0307,5.6225,6.8758,7.9142,8.8524,9.6956,10.5498,11.3843,12.2618,13.1889,14.2599,15.4079,16.6107,17.6612,18.5025,19.1816,19.5262,19.7207,19.9799,20.239,20.49,20.7747,21.2643,22.1718,23.6448,25.1845,26.3869,27.4147,28.3632,29.1737,30.0411,30.8826,31.7738,32.7116,33.7975,34.9718,36.2165,37.3538,38.2769,39.0079,39.3702
250,0.3562,0.7801,1.1682,1.5397,1.9895,2.8518,4.3954,6.4949,8.6256,10.4478,12.0234,13.4732,14.7468,16.0699,17.4377,18.8189,20.2741,21.893,23.4592,25.146,26.7665,28.1284,29.1339,29.62,29.9212,30.331,30.7268,31.092,31.5165,32.3406,33.913,36.0172,38.0966,39.867,41.4224,42.9303,44.1981,45.5121,47.0186,48.4823,49.9229,51.4679,53.0814,54.8183,56.4941,57.9188,59.0062,59.5488
251,0.5619,1.3949,2.1631,2.9032,3.751,4.9967,6.9457,9.8037,12.9804,15.6881,18.1232,20.5136,22.6912,24.9776,27.2397,29.5552,31.9657,34.7832,37.6405,40.2309,42.6093,44.6186,46.2608,47.088,47.6577,48.4692,49.2589,50.0184,50.7724,51.9533,53.9698,56.7977,59.9936,62.7135,65.1877,67.6839,69.8125,72.1137,74.3629,76.6588,79.0043,81.7904,84.6881,87.4613,90.0514,92.2324,94.004,94.907
252,0.6259,1.4536,2.1419,2.7843,3.473,4.5351,6.6112,10.4273,15.0955,19.0564,22.5052,25.9013,29.1695,32.2634,35.3105,38.487,41.8268,45.7612,49.7737,53.4768,56.6864,59.3269,61.2713,62.2166,62.8037,63.5532,64.2361,64.8556,65.4996,66.5111,68.6048,72.3051,76.7741,80.6431,84.0152,87.3758,90.4635,93.3891,96.3725,99.5467,102.7857,106.6601,110.7266,114.6291,118.0977,120.9282,123.0674,124.0908
253,0.5888,1.2931,1.8704,2.4596,3.0662,4.0613,6.0768,9.6791,13.71,17.1228,20.1524,23.0084,25.6565,28.2413,30.8184,33.4696,36.3004,39.5925,42.9093,46.1992,49.3281,52.0148,54.0812,55.0866,55.7185,56.6628,57.2052,57.6961,58.2398,59.1754,61.1981,64.7132,68.6236,72.0193,74.9977,77.9059,80.4475,82.9412,85.502,88.1136,90.8266,93.969,97.2289,100.5206,103.7813,106.5196,108.6619,109.6946
254,0.2223,0.4955,0.7215,0.935,1.1763,1.5929,2.4872,4.161,6.2065,8.2563,10.12,11.9051,13.5906,15.1925,16.7957,18.3998,20.104,22.1744,24.2419,26.1739,27.9056,29.3057,30.3383,30.7536,30.9774,31.2604,31.4894,31.6981,31.929,32.3346,33.273,34.9089,36.9763,38.8978,40.6592,42.4758,44.1497,45.7578,47.3205,48.9207,50.5773,52.5568,54.6434,56.6773,58.5399,60.1054,61.2305,61.6944
255,0.3647,0.8383,1.2446,1.6422,2.0758,2.7882,4.1558,6.4532,8.8669,10.9574,12.7189,14.3808,15.8748,17.3745,18.9108,20.4564,22.1174,23.9907,25.8169,27.6455,29.371,30.8857,32.1062,32.7304,33.0885,33.5591,33.9547,34.3156,34.7145,35.4135,36.8601,39.1187,41.5184,43.6102,45.4115,47.1016,48.5955,50.126,51.73,53.343,55.0075,56.9594,58.847,60.7323,62.5701,64.0938,65.4128,66.0814
256,0.7765,1.6703,2.4395,3.1514,3.9853,5.4863,8.335,13.033,18.3674,22.8353,26.6342,30.2352,33.6667,36.9306,40.103,43.3384,46.8441,51.0908,55.4954,59.9354,63.9321,67.1257,69.4976,70.6246,71.27,72.1004,72.8524,73.5608,74.3572,75.8088,78.7497,83.4959,88.812,93.2481,97.0809,100.8038,104.1163,107.2503,110.3158,113.5993,117.0421,121.1286,125.5,130.071,134.2741,137.5684,140.0086,141.1952
257,0.2239,0.4592,0.6732,0.8766,1.1217,1.5584,2.3217,3.4429,4.6426,5.821,6.9247,8.019,8.9759,9.9255,10.8998,11.8971,12.9309,14.1689,15.3984,16.5219,17.5452,18.4368,19.0926,19.4092,19.5862,19.8176,20.0325,20.238,20.4717,20.8908,21.6708,22.8055,23.9955,25.1759,26.3011,27.4088,28.318,29.2193,30.153,31.149,32.1939,33.3901,34.6913,35.9915,37.1857,38.1632,38.8805,39.2288
258,0.1785,0.4375,0.665,0.8979,1.2086,1.8486,3.1779,5.2196,7.1496,8.7198,10.155,11.5983,12.9058,14.2277,15.5554,16.898,18.3602,20.1302,21.7603,23.3197,24.6819,25.7402,26.4557,26.765,26.9421,27.1943,27.4179,27.642,27.9222,28.5436,29.9038,31.9514,33.8432,35.3842,36.8876,38.4723,39.943,41.2398,42.52,43.943,45.5584,47.3522,48.9988,50.6958,52.1236,53.1819,53.9539,54.2896
259,0.1771,0.4334,0.668,0.9159,1.2604,2.0056,3.4148,5.5637,7.4223,9.045,10.5705,12.1255,13.4043,14.7305,16.1077,17.5799,19.2746,21.1459,22.7506,24.5097,25.8909,26.9154,27.5469,27.8136,27.9875,28.2241,28.4407,28.6725,28.9733,29.6688,31.0751,33.1936,35.07,36.6842,38.1966,39.7741,41.0127,42.2667,43.6295,45.0899,46.7026,48.6213,50.3734,52.2916,53.806,54.8868,55.6466,55.9954
260,0.3192,0.7242,1.0605,1.3949,1.8684,2.9859,5.0211,8.3184,11.6269,14.1857,16.4438,18.7742,20.7058,22.6671,24.6242,26.657,28.9376,31.8582,34.6784,37.404,39.9797,42.0147,43.3758,43.9894,44.3168,44.7322,45.0915,45.4337,45.9003,46.9897,49.1432,52.4087,55.6642,58.1746,60.4253,62.8696,64.8362,66.7898,68.7724,70.9512,73.2309,76.1162,79.0425,81.9069,84.5855,86.6455,88.1453,88.8278
261,0.0924,0.2049,0.2966,0.3803,0.4769,0.721,1.3457,2.6778,4.0077,5.2443,6.3953,7.4801,8.3705,9.3065,10.2104,11.1575,12.2001,13.4431,14.6037,15.7549,16.868,17.6438,18.1203,18.3162,18.4041,18.5254,18.6181,18.7052,18.81,19.0437,19.7116,21.0542,22.3807,23.5984,24.7793,25.9387,26.8381,27.7421,28.672,29.6469,30.6837,31.8912,33.1223,34.2819,35.4282,36.2829,36.8411,37.0766
262,0.044,0.1124,0.175,0.2458,0.3492,0.5543,0.9585,1.572,2.162,2.7182,3.283,3.834,4.3262,4.8,5.2783,5.7818,6.3338,6.9219,7.4523,7.9815,8.4285,8.7723,8.9906,9.095,9.1433,9.2088,9.2691,9.3395,9.4345,9.6498,10.0326,10.6283,11.2003,11.7348,12.2705,12.821,13.2762,13.7188,14.2235,14.9639,15.7604,16.6096,17.2489,17.8791,18.3952,18.7311,18.9929,19.1128
263,0.0632,0.1662,0.2505,0.3452,0.4965,0.9141,1.4087,1.9479,2.4626,2.8449,3.178,3.5181,3.8259,4.1413,4.4476,4.7871,5.1351,5.5227,5.9277,6.3287,6.6837,6.9786,7.1696,7.2646,7.3319,7.4233,7.5227,7.6185,7.7785,8.1818,8.7073,9.2742,9.773,10.1542,10.4942,10.8245,11.1205,11.428,11.7223,12.0579,12.3866,12.7604,13.1388,13.5631,13.9405,14.2416,14.472,14.5752
264,0.149,0.3402,0.4914,0.6218,0.7689,1.0813,1.8551,3.4979,5.3122,6.846,8.2649,9.6691,10.9122,12.1497,13.416,14.7031,16.0876,17.8673,19.5521,21.1792,22.6954,23.8934,24.627,24.9438,25.0866,25.2531,25.3932,25.5265,25.6831,25.9849,26.7733,28.3716,30.1546,31.6992,33.1064,34.5651,35.783,37.0171,38.2788,39.5463,40.8675,42.45,44.0825,45.696,47.2492,48.5079,49.3459,49.6782
265,0.1726,0.4233,0.6528,0.8789,1.1805,1.8085,3.0116,4.7859,6.4577,7.9306,9.2811,10.7506,11.9774,13.2045,14.4557,15.7433,17.1338,18.8948,20.5029,22.0923,23.3128,24.166,24.7403,25.0182,25.1845,25.4341,25.6454,25.8554,26.1408,26.765,27.9801,29.7661,31.4594,32.9022,34.2453,35.7498,36.9547,38.1492,39.3952,40.6984,42.0674,43.7509,45.4084,47.1077,48.4987,49.4594,50.1506,50.471
266,0.3254,0.8014,1.2318,1.6371,2.2558,3.2811,4.6922,6.778,9.2896,11.548,13.5674,15.7096,17.655,19.4878,21.4275,23.3612,25.6355,28.4984,31.2317,33.3336,35.0776,36.433,37.4094,37.8984,38.2104,38.6574,39.0841,39.4958,40.0608,41.1023,42.568,44.5874,47.1099,49.3776,51.3818,53.561,55.5035,57.3311,59.2768,61.3265,63.6013,66.2861,68.9335,71.1351,72.9274,74.3362,75.3886,75.9416
267,0.1751,0.3944,0.5575,0.7176,0.9182,1.38,2.5331,5.0501,7.7591,10.0662,12.1003,14.2165,15.8147,17.5042,19.2271,21.0983,23.066,25.4371,27.6077,29.6666,31.5361,33.0992,33.9785,34.325,34.4964,34.6998,34.8735,35.028,35.2236,35.6806,36.8587,39.2902,41.9418,44.1905,46.2475,48.4429,50.066,51.738,53.5127,55.4793,57.4913,59.7563,62.045,64.2863,66.3448,68.0097,69.0661,69.477
