Community ID,New_inf1,New_inf2,New_inf3,New_inf4,New_inf5,New_inf6,New_inf7,New_inf8,New_inf9,New_inf10,New_inf11,New_inf12,New_inf13,New_inf14,New_inf15,New_inf16,New_inf17,New_inf18,New_inf19,New_inf20,New_inf21,New_inf22,New_inf23,New_inf24,New_inf25,New_inf26,New_inf27,New_inf28,New_inf29,New_inf30,New_inf31,New_inf32,New_inf33,New_inf34,New_inf35,New_inf36,New_inf37,New_inf38,New_inf39,New_inf40,New_inf41,New_inf42,New_inf43,New_inf44,New_inf45,New_inf46,New_inf47,New_inf48,New_inf49,New_inf50,New_inf51,New_inf52,New_inf53,New_inf54,New_inf55,New_inf56,New_inf57,New_inf58,New_inf59,New_inf60,New_inf61,New_inf62,New_inf63,New_inf64,New_inf65,New_inf66,New_inf67,New_inf68,New_inf69,New_inf70,New_inf71,New_inf72,New_inf73,New_inf74,New_inf75,New_inf76,New_inf77,New_inf78,New_inf79,New_inf80,New_inf81,New_inf82,New_inf83,New_inf84,New_inf85,New_inf86,New_inf87,New_inf88,New_inf89,New_inf90,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87,C88,C89,C90
94,1.265444804,0.679182251,0.251751601,0.66502228,0.481170287,0.779235815,1.18052062,0.404657645,0.28108078,6.807306404,0.598913102,0.28108078,0.540724642,0.756823322,0.937757137,0.340859687,0.788753751,0.228341407,10.34693739,0.159960738,1.175055889,0.42114319,0.585785029,1.47407612,0.942431698,0.233361766,0.779235815,0.288474669,0.125173975,1.520764827,0.908404644,0.634691251,0.796466317,0.757036005,1.229971162,2.365877277,2.644410399,1.213442008,2.083806379,6.407149108,1.055751696,6.613492809,0.614225872,3.027162749,1.796016131,1.31234889,8.972980921,1.452532347,2.395274927,1.692345992,3.398249406,4.856588596,0.647506849,2.962789089,3.429858112,0.705364187,3.968774178,0.773086456,2.482806718,3.260975854,2.525547859,6.069277231,1.329114255,0.369357568,1.398322431,0.972743173,0.778326245,5.059862027,1.344887346,1.824060826,1.188106547,221.7706812,2.559610305,0.968186958,1.62462366,1.36108815,7.730577375,2.799287724,1.066477406,1.77181556,1.664520796,3.910548672,0.459002687,0.710723878,0.33389433,0.761623117,0.98925709,1.267138701,1.608174353,1.07754098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,1.408628833,8.925592865,0.340829177,2.0797905,1.482805362,0.791543035,1.269178473,0.810535225,0.64702552,3.102394686,0.996929493,0.64702552,0.907708437,1.268838058,1.900645362,0.441961238,1.117640536,0.299573053,1.860373037,0.365624539,1.308012488,0.836712809,0.983350807,2.360361781,6.629664246,0.67996784,0.791543035,0.383026214,0.186745332,1.039438414,1.110649222,1.136516686,1.546656984,1.694815214,2.051657159,2.98802756,3.296812907,2.204441075,4.059949625,7.3412956,1.253488137,4.945620674,0.810514104,5.638967433,5.68080182,2.107051054,5.365251124,2.225766436,3.563188792,3.124846225,3.657286518,8.71548977,1.148240944,2.267127905,4.223007048,1.400491345,7.584357805,1.805520587,6.128308789,2.918978875,6.153883813,2.84552537,4.061762453,0.77041604,23.32923489,1.556541285,1.192109403,3.852774457,2.04336078,6.345809108,7.340175077,4.109529952,15.79224205,1.284434828,2.867839958,1.663872531,3.63566885,3.329275172,9.850319672,3.211841341,227.1087403,15.44502268,0.657645726,1.480322207,0.548409785,1.032328641,2.100813145,7.787062279,22.34848167,1.331894969,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,102,1,0,0,0,0,0,0,1,0
96,6.211232523,1.597410907,0.713389602,1.352207602,1.003200009,1.762141706,5.582117091,1.027336641,0.585093245,4.450277088,1.741734076,0.585093245,1.049613252,2.287320735,1.603581306,1.158264183,2.772065704,0.511189847,12.76908583,0.347242378,5.767573057,1.010590818,1.137081023,3.819522522,2.212963358,0.50862595,1.762141706,0.746430691,0.308040036,4.417909582,2.336140766,1.448341029,1.962515811,1.814430742,2.995858206,7.517978995,12.89847933,2.860829285,5.802117946,185.0395133,2.533139583,9.515904384,1.352438806,6.518191298,4.242394943,2.699667375,7.616748255,3.540031276,9.249513991,3.703035828,6.648305133,11.15408796,1.484086945,11.13086281,15.52293346,2.031425559,7.194675639,1.903190402,5.747809956,12.41737657,5.058552326,209.2481536,3.704020361,0.790088372,2.744142825,2.144406863,1.912177304,17.20223006,4.389390203,4.159467069,2.766638385,12.70346221,8.605127547,2.68448817,3.107545639,3.459839568,14.68742097,13.74322579,2.335147449,3.930328793,3.492733248,17.27079554,1.125227581,1.672215669,0.733524186,1.547915677,2.264399207,2.904287523,3.087388665,2.221378481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,96,0,1,0,1,0,0,0,0,2,0,0,1,0,2,2,0,0,0,0,1,0,112,0,0,0,0,0,4,0,1,0,1,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1
97,1.722530884,0.848541664,0.292273216,0.674072296,0.505603477,0.689115825,1.652890825,0.640163721,0.292282172,3.787553704,0.798242884,0.292282172,0.53980431,0.957921513,0.758925999,0.561242226,0.977626691,0.411911607,4.187812424,0.169317131,1.599492964,0.558294371,0.584788003,1.991793198,1.188579084,0.264853589,0.689115825,0.331110196,0.184820789,1.254243817,1.20279214,0.872003718,1.038451047,0.857997734,1.329468362,3.583355999,4.802178329,1.694080415,2.532279098,8.343877842,1.053872223,8.949454357,0.657085188,3.047388575,2.050121273,1.373090751,5.548402665,1.905416416,2.875464937,1.943086082,2.98828648,6.48095716,0.784116584,3.260299767,5.790369281,0.941072967,4.489871155,0.873003456,2.982033669,3.390649584,2.097085631,8.33684459,1.645126106,0.417402186,1.621797288,0.971402792,0.917013301,3.978346676,1.718852226,2.27615471,1.534203293,9.968398874,3.328186468,1.078876177,1.529434059,1.613130688,173.1136099,4.983263445,1.2475265,2.056354539,1.763246793,6.703531723,0.61301385,0.890043218,0.380889466,0.875682147,1.203515712,1.546353081,1.75754636,1.291586124,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,96,0,0,0,0,1,0,0,0,0,0,0,1,0
98,0.823443584,2.64518354,0.208894923,1.385110758,1.036685922,0.517835728,0.772381828,0.477104308,0.431700481,2.711241964,0.569287422,0.431700481,0.596613892,0.655597643,1.365379691,0.329076479,0.669613504,0.209108188,1.30631004,0.219577899,0.764626185,0.488837868,0.646331716,1.369523003,2.511646822,0.402314414,0.517835728,0.245675148,0.120172464,0.686507316,0.743228059,0.675673164,0.944344985,1.207504317,1.305127947,1.819047622,1.950816054,1.361473228,2.550025953,5.411690858,0.842843003,3.640926475,0.542439094,3.427056877,4.661374251,1.336019715,4.258530483,1.327130363,2.345566749,1.916072457,2.4669423,6.368425578,0.733583068,1.576135776,2.532248237,0.910859391,5.793887762,1.126526829,3.533873643,1.955812235,4.540801068,2.034070641,1.96666597,0.454653425,251.2517457,0.994968666,0.737028614,2.610587516,1.198237539,3.405533459,2.836943305,3.044843178,7.619367087,0.780707116,1.891335932,1.054596205,2.389897081,1.99227923,6.957973522,1.972208534,12.56805363,7.669664626,0.421445838,0.906967968,0.360823592,0.661281715,1.149499229,3.666838701,233.800551,0.847498327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,91,0
99,1.434509654,0.599775601,0.253498429,0.649412959,0.454035059,1.023561126,1.251657621,0.473313358,0.284589367,3.108398347,0.614211872,0.284589367,0.560382632,0.850757623,0.911946454,0.390181999,0.840424368,0.330818038,169.0497619,0.168238726,1.332044679,0.415216809,0.607081185,1.406184179,0.824022595,0.233973303,1.023561126,0.35236698,0.17984783,2.313336977,1.080781515,0.690752103,0.93309825,0.840567966,1.36268531,2.395371691,2.745661247,1.329180838,2.105100052,7.671594856,1.287337559,3.727610486,0.733645951,3.055706503,1.875707025,1.418273192,4.766901772,1.552071612,2.721562708,1.662978019,4.265056917,3.757715768,0.722047128,4.411108545,3.624365043,0.759689108,3.083675094,0.765642646,2.242283365,4.733991144,3.148837735,7.716738315,1.305454724,0.364790214,1.235540094,1.178432562,1.116152395,10.4877359,1.410763963,1.52823738,1.106596241,11.67133819,2.352186318,1.114816453,1.650937663,1.698231353,4.265778204,2.853453241,0.911735001,1.730755649,1.719925219,3.71761657,0.582274333,0.707849151,0.332139768,0.863210022,0.934526224,1.108174385,1.465338168,1.238489408,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,1.183518553,2.91189781,0.378380543,8.090775863,5.978069454,1.121457272,1.140557526,0.863857159,1.803948339,2.49435931,0.952880827,1.803948339,1.587603076,0.867856279,4.327215879,0.413380949,0.999937787,0.447660768,1.47375564,0.707128556,1.098981513,0.812730881,1.719903333,2.041133242,2.59781538,1.606443942,1.121457272,0.518944812,0.326274494,1.130585165,1.563515485,1.399605515,2.086109824,2.825278104,3.055951116,3.194563716,3.477936814,3.771489983,8.908276333,16.84812835,1.634275669,5.017437412,1.267482983,6.743666767,8.725524059,3.972266967,5.993528451,2.565000789,5.340816725,4.887828997,5.176543332,6.644239153,2.440982271,2.354300273,3.859451756,1.850180868,5.191344049,3.825465452,4.512451942,3.677541726,16.64005413,2.32256287,3.008998164,1.433925206,10.14597586,2.862344288,1.313754925,4.969396976,1.884755698,4.337722992,3.146902011,5.148266168,4.738781382,1.461983181,5.059021468,1.712107834,7.317643985,2.875131493,8.808893726,4.489619975,7.318789627,5.491497426,1.014005084,2.277992804,0.958542913,1.735806654,1.838550691,9.760280999,10.90867459,2.131264577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,1,0
101,0.542500257,0.713730222,0.150027502,1.221361572,0.792191719,0.503306531,0.517508019,0.301683431,0.359276925,6.44321711,0.366322816,0.359276925,0.572386492,0.380774887,1.680767364,0.19432018,0.418610572,0.174450285,1.369621973,0.180789623,0.503750239,0.305364469,0.620085366,0.83105793,0.966402323,0.277208684,0.503306531,0.223287283,0.119564557,0.61760715,0.59332438,0.491121901,0.649259152,0.714300552,1.158597917,1.292352349,1.348470049,1.002880096,1.738898821,5.760287027,0.786857452,2.452335479,0.487875555,2.958045956,1.641964816,1.198166084,8.361274289,0.934296585,1.446132699,1.445250086,2.463537041,3.507584092,0.617659506,1.158563828,1.639813683,0.52085056,3.26796192,0.788586734,2.177260502,1.34374983,5.486991153,1.396343748,0.987304752,0.382427999,2.664388671,0.860696546,0.53152687,2.593773294,0.758767472,1.694798343,1.163080419,3.133212861,2.64999369,0.579099337,1.935289984,0.769013026,1.556820801,1.2748142,1.349958083,1.541353759,1.875268546,2.985343991,0.390521184,0.65874354,0.319449404,0.634085282,0.672781201,1.516821258,3.23329099,0.781668558,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,0.046246645,0.067961182,0.008862433,0.139577955,0.110576822,0.078932887,0.039294047,0.019139653,0.156192565,0.071575943,0.02972005,0.156192565,0.160624521,0.046131944,0.118261016,0.020676759,0.047740203,0.281156932,0.056099956,2.545442027,0.042943314,0.020859467,0.174009897,0.081824381,0.060879323,0.141765746,0.078932887,0.04272583,0.438699931,0.063339854,0.145083619,0.112782946,1.479841414,0.108800164,0.189520295,0.199224751,2.457457223,0.225182483,0.334534722,0.249907003,0.167466777,0.275993541,0.159518103,0.301908553,0.239120107,0.407616255,0.368590228,0.145621612,0.31447911,0.410842438,0.326898082,0.246376912,1.128617785,0.339629339,0.147628635,0.071528091,0.25339437,0.325441516,0.166567592,0.299607606,0.240545559,0.094744204,0.101029073,0.919946055,0.189774926,0.311415336,0.067587845,0.227871571,0.075337392,0.133552657,0.145272261,0.390176475,0.115067111,0.091716316,0.33443733,0.078722935,0.113062735,0.104495363,0.252553272,0.27487731,0.130613333,0.152305532,2.029079108,0.164924826,0.271626525,0.313162182,0.054110416,0.114258961,0.155380409,0.207029465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0.303912945,0.528177149,0.065717924,1.156109159,0.909192075,0.474551429,0.265740534,0.176923767,1.292527451,0.535886053,0.20369418,1.292527451,1.404197877,0.225290556,1.045809637,0.099337229,0.246101769,0.620629272,0.4111593,8.235465652,0.282204878,0.193112062,1.521214367,0.471864232,0.512670576,1.817441488,0.474551429,0.215093736,0.534789896,0.346007684,0.742982622,0.651980927,9.964219478,0.999659512,1.580239936,1.867774615,21.94605313,1.851954318,3.360099839,1.742983123,0.734721911,2.061058901,0.969101011,2.08137265,1.592832247,3.276410209,3.335392424,0.936922268,2.771716108,4.068851845,2.111323686,2.413844735,2.101185472,1.239266224,0.881935306,0.867052675,1.394129991,3.978802966,1.137699549,2.555697099,1.751189186,0.584928249,0.670520538,12.77333876,1.969281766,2.495192795,0.378654581,1.5535248,0.435246365,1.107768361,0.953409982,3.283220307,0.884551176,0.488506282,3.006442971,0.434699898,0.70350052,0.660689757,1.936327927,2.34746802,0.995716571,1.111969843,1.325283138,1.199019548,1.48354734,2.288441212,0.415909581,1.04598992,1.381744595,1.317880587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0.051678307,0.098139937,0.008321238,0.166089051,0.145388913,0.064562063,0.039966195,0.021218842,0.135914545,0.121023449,0.029390023,0.135914545,0.143273834,0.042747543,0.113207699,0.015046455,0.04149144,0.073463962,0.055271948,1.99616991,0.047986999,0.022546637,0.15521332,0.078079393,0.085185748,0.400873813,0.064562063,0.045365537,0.108694532,0.054273741,0.104004333,0.075850191,1.310754303,0.116082318,0.164299318,0.186521854,2.232538898,0.24239033,0.501116029,0.243739184,0.10866668,0.268771762,0.104935682,0.336764961,0.245295201,0.408393523,0.542391165,0.118912608,0.333373451,0.530796893,0.301839336,0.381613492,0.279710004,0.190160914,0.13971025,0.087156934,0.235501431,0.658490384,0.173114337,0.387182295,0.247201839,0.091952427,0.115521409,2.82782438,0.273512581,0.322136129,0.057917933,0.264051927,0.068782176,0.201271387,0.136205617,0.413045481,0.140922578,0.077461453,0.312053525,0.063009273,0.095887549,0.10414564,0.285421639,0.253229988,0.169490868,0.179584981,0.289664782,0.129402888,0.126346306,0.20345401,0.066130059,0.154972673,0.195361768,0.170144425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0.095892396,0.220895589,0.020024103,0.502500142,0.359511922,0.165064605,0.084432904,0.052640712,0.429843042,0.200709137,0.059574605,0.429843042,0.415728131,0.073631414,0.369902027,0.031957696,0.075320565,0.281168685,0.113158057,3.972521907,0.089042939,0.051518924,0.450372142,0.152596867,0.183817021,0.945465449,0.165064605,0.078772354,0.390755537,0.108740571,0.274793818,0.237141396,3.504589207,0.350869152,0.45482124,0.538291012,8.323361655,0.657898513,1.354113785,0.632291279,0.241851561,0.696988549,0.335329291,0.704410432,0.599919858,1.088858769,1.346574566,0.320528019,0.891235757,1.503063718,0.78067008,0.88181093,0.848818266,0.481652544,0.279343265,0.209921058,0.499021852,1.71380473,0.381562606,1.038543029,0.639704864,0.193586967,0.214305985,385.0648332,0.708859907,0.813978052,0.120362007,0.548818006,0.130639841,0.398731425,0.377291095,1.084563363,0.30098411,0.156250891,0.905452705,0.144908987,0.215834811,0.205657267,0.776308622,0.673178473,0.415157943,0.369512129,0.582936785,0.420504323,0.455865539,0.64863912,0.12882306,0.393398131,0.477987898,0.480330718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0.070452605,0.109165618,0.007973225,0.198966346,0.131739873,0.072284671,0.048519889,0.021067305,0.150418899,0.093052029,0.026737367,0.150418899,0.152772913,0.045287941,0.114986819,0.013892685,0.048568232,0.069684743,0.053870685,2.048032175,0.065420276,0.022110845,0.165503989,0.080661873,0.089682734,0.382712672,0.072284671,0.040005461,0.078714115,0.066252212,0.10083349,0.078578669,1.460083402,0.119795872,0.178389364,0.213587858,2.340112057,0.252405675,0.517190353,0.253339485,0.109899617,0.267352124,0.10419956,0.345687909,0.258512989,0.374852508,0.540395514,0.121806554,0.341566101,0.568530116,0.333310189,0.384250038,0.270847996,0.17214244,0.148995685,0.076658511,0.237057558,0.688192024,0.179042483,0.409203411,0.273452037,0.092768456,0.114939795,3.306155853,0.285402552,0.288143547,0.060504116,0.277953362,0.073395788,0.211875761,0.135514682,0.377057228,0.171462065,0.080507685,0.344025748,0.063503544,0.116448872,0.1140245,0.305099665,0.279587724,0.19635804,0.214058032,0.234044118,0.140737177,0.126836901,0.203352643,0.064702853,0.158326114,0.20370175,0.174275919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0.001730777,0.001974569,0.000358386,0.004876859,0.003372395,0.002836949,0.001404692,0.000789951,0.006655143,0.002431103,0.00095612,0.006655143,0.006023546,0.001474046,0.004265938,0.00076089,0.001625106,0.020836426,0.001880227,0.107758714,0.00160715,0.000829673,0.006525508,0.002515443,0.002097363,0.005476601,0.002836949,0.00194397,0.066439618,0.002041382,0.00626433,0.007421199,0.051888446,0.004057855,0.008187597,0.009511958,0.159244559,0.009556365,0.013000136,0.00791879,0.007361831,0.010913056,0.009262448,0.013092437,0.009425658,0.013267578,0.015474171,0.005522219,0.012135242,0.016459816,0.013235289,0.008750962,0.136510514,0.023781045,0.005317299,0.002716651,0.008723581,0.013885697,0.006138015,0.011333894,0.007530135,0.003436208,0.002965622,0.046609,0.007215609,0.008825514,0.002411842,0.010263839,0.002512932,0.004255408,0.007786539,0.012178375,0.004040222,0.00300541,0.014316489,0.002529073,0.003367037,0.003595104,0.00918037,0.011329541,0.004564916,0.00545209,0.230044235,0.005213677,0.014724624,0.017096161,0.001971327,0.003827348,0.005573745,0.008333196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0.073043853,0.144354927,0.015291601,0.441973013,0.277298145,0.147629605,0.061472673,0.04218022,0.364125554,0.163262787,0.043257766,0.364125554,0.346978448,0.056869834,0.325431629,0.025386304,0.059608486,0.203347018,0.097625058,4.612979292,0.067826435,0.03893959,0.375893318,0.115993187,0.129771188,0.707304095,0.147629605,0.067233025,0.19848726,0.091689674,0.217152046,0.157001776,3.626201345,0.316760718,0.405152268,0.424548393,6.043400458,0.508433955,1.049027727,0.743819243,0.23408584,0.570471171,0.264506383,0.623005093,0.496338414,0.991048872,1.090463941,0.24463023,0.702415824,1.192672011,0.670580707,0.698102245,0.641627714,0.359389754,0.220952278,0.14147948,0.41685485,1.407859255,0.303283583,0.813564433,0.781039761,0.14662013,0.152472304,16.01165493,0.580048288,0.74437785,0.101645467,0.527015874,0.099776411,0.291051156,0.238628242,0.985524174,0.237027007,0.124040032,0.7900972,0.110057947,0.167387885,0.159490856,0.619405719,0.594441024,0.341019583,0.294392122,0.523359416,0.332356431,0.335929808,0.501493556,0.098591119,0.29128097,0.40182009,0.403036904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,0.344452987,0.426471444,0.06695134,0.943191709,0.758562105,0.476939321,0.283679532,0.176996049,1.094082955,0.58180962,0.216756373,1.094082955,1.032390695,0.309612363,0.824312938,0.15349511,0.308234068,1.235800116,0.367457127,20.81590693,0.319849203,0.237853643,1.118423253,0.486025102,0.479719285,1.158969394,0.476939321,0.327260774,1.518033791,0.396978569,1.010854505,0.749577645,11.92530931,0.902197708,1.217961543,1.557973679,15.26633129,1.62342002,2.598261522,1.527648127,0.829059643,1.952446286,1.096387089,2.116917947,1.656591348,2.522108711,2.826302961,1.020144852,2.360050891,2.992950971,2.131258571,1.923049583,4.273945072,1.783063712,1.091351259,0.771057997,1.409456671,2.741981823,1.177379586,2.228031202,1.405776072,0.686389675,0.724627432,4.626382961,1.505664436,1.875451542,0.512480305,1.555055406,0.509507843,0.943283886,0.986346625,2.485843433,0.821035618,0.589863672,2.199434506,0.531435417,0.66187519,0.746190025,1.797679729,1.693517764,0.8750649,1.075768473,9.228969816,1.229416901,1.353755613,1.853914226,0.428431146,0.891539137,1.047727165,1.303827849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,0.001306295,0.001610643,0.000270303,0.004333514,0.003278122,0.003621729,0.001096774,0.000638133,0.004427915,0.002025885,0.000745731,0.004427915,0.006087288,0.001117634,0.003909062,0.000539792,0.001274488,0.014379296,0.001553194,0.082200327,0.001212989,0.000656399,0.006594562,0.001983052,0.001695812,0.006104381,0.003621729,0.001280165,0.021236535,0.001647878,0.003938604,0.004216757,0.042269954,0.003661291,0.005750031,0.006795802,0.079974342,0.006608713,0.012317388,0.007399869,0.006168056,0.007651489,0.005712026,0.011574141,0.007131315,0.01313135,0.013669826,0.004054581,0.008913288,0.016251333,0.01286714,0.007159755,0.049700896,0.009821088,0.003974406,0.00215443,0.008545682,0.012809906,0.004717809,0.010402962,0.007576321,0.002584688,0.002341441,0.033377001,0.005645828,0.00960278,0.001775111,0.009135728,0.001966952,0.003401155,0.004306324,0.012881393,0.003213387,0.002324841,0.011001816,0.002022209,0.002646208,0.002801744,0.008286196,0.008070471,0.004997482,0.004303466,0.132754035,0.004580208,0.006858369,0.00971028,0.001549923,0.003283009,0.005633834,0.006243101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,0.2530616,0.31813413,0.045695114,0.844905627,0.601066475,0.360905484,0.212465788,0.136039745,0.741640193,0.357491972,0.165513567,0.741640193,0.771030189,0.211094048,0.597784225,0.102217056,0.21602576,0.403346083,0.267929678,193.5669189,0.234985771,0.160454867,0.835282705,0.386961959,0.352414881,0.945165918,0.360905484,0.228748115,0.427135372,0.290541555,0.590951883,0.418909432,13.1869853,0.548896486,0.874196217,1.023965032,17.23554627,1.322350781,2.196523915,1.133621842,0.578944706,1.326133038,0.546997701,1.525093882,1.232912433,1.866884889,2.269762917,0.724845241,1.723732543,2.450605258,1.633236767,1.406759932,1.576238291,1.075466458,0.775420073,0.509124138,1.025005355,2.184205185,0.83860781,1.954352063,1.111000311,0.485126603,0.491198953,4.296002426,1.308865919,1.370953541,0.353238915,1.167313444,0.36971693,0.689406477,0.630843592,1.820499373,0.621720933,0.417966372,1.625104399,0.375598642,0.462268735,0.548041727,1.750304141,1.270740969,0.660958381,0.815854052,2.010228422,0.874176035,0.681515432,1.088360941,0.311356212,0.649130075,0.784901453,0.961363386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
