Community ID,hci0,hci1,hci2,hci3,hci4,hci5,hci6,hci7,hci8,hci9,hci10,hci11,hci12,hci13,hci14,hci15,hci16,hci17,hci18,hci19,hci20,hci21,hci22,hci23,hci24,hci25,hci26,hci27,hci28,hci29,hci30,hci31,hci32,hci33,hci34,hci35,hci36,hci37,hci38,hci39,hci40,hci41,hci42,hci43,hci44,hci45,hci46,hci47,hci48,hci49
82,32,35.34882128,39.23799969,43.78138426,49.1223779,55.44307808,62.9767129,72.02473668,82.98058967,96.3631061,112.8640731,133.4168322,159.2966326,192.2696543,234.8178866,290.4843721,364.4131488,464.2106949,601.3502243,793.514873,1068.607598,1471.804684,2078.341088,3017.459769,4518.922764,7007.008544,11299.04355,19045.80681,33763.56808,63406.35308,127240.0229,275729.9335,653562.8973,1721539.387,5140117.133,17837989.85,74307692.17,387558889.5,2677038849,26439204823,4.16E+11,1.21E+13,8.31E+14,1.92E+17,2.76E+20,7.33E+24,3.23E+31,3.90E+42,5.86E+64,2.11E+131
83,56,63.81233892,73.18193051,84.50146807,98.28329828,115.2022868,136.1564136,162.3534548,195.4365563,237.6685977,292.2067584,363.5176675,458.0153738,585.0588536,758.5408837,999.4697651,1340.255109,1831.988586,2557.124941,3652.17353,5349.511926,8056.937905,12514.3988,20114.82159,33589.11405,58538.34841,107042.3729,206661.8851,424389.0603,935164.6802,2234689.515,5865454.616,17176118.73,57209312.18,222024541.7,1035130341,6029852033,46200004245,4.99E+11,8.32E+12,2.45E+14,1.53E+16,2.71E+18,2.12E+21,1.53E+25,3.89E+30,5.03E+38,1.68E+52,1.92E+79,2.95E+160
84,48,53.75711079,60.53665432,68.5716228,78.15970967,89.68455727,103.6450941,120.6964828,141.7079339,167.845333,200.6908687,242.4186389,296.0562439,365.8806433,458.0273432,581.4449329,749.4200088,982.0646781,1310.466662,1783.784034,2481.69883,3536.915148,5177.099225,7805.796341,12164.55592,19671.58185,33162.51235,58596.1884,109214.5162,216363.424,459773.0029,1059636.516,2684649.633,7602881.358,24574327.39,93081757.55,427434480.4,2487567976,19466371658,2.22E+11,4.13E+12,1.48E+14,1.30E+16,4.11E+18,8.90E+21,4.19E+26,4.30E+33,2.11E+45,5.12E+68,7.50E+138
85,63,73.25637282,85.81480028,101.3190459,120.6283709,144.9018053,175.7202888,215.2660102,266.5893761,334.0122807,423.7468158,544.8603926,710.8081364,941.9125298,1269.458183,1742.602893,2440.319083,3492.556415,5118.787486,7700.330929,11920.50189,19045.9273,31513.36494,54206.59681,97367.17356,183579.7847,365521.5434,774029.6218,1757922.768,4324885.87,11664995.77,34996744,118878086,467322543.6,2185042381,12580242041,93253363890,9.43E+11,1.41E+13,3.45E+14,1.60E+16,1.76E+18,6.28E+20,1.21E+24,2.90E+28,3.98E+34,6.43E+43,1.45E+59,7.46E+89,1.06E+182
86,54,62.08187268,71.83986233,83.70977819,98.26363561,116.2595364,138.712589,166.9969634,202.9946404,249.3151767,309.6251139,389.149383,495.4471359,639.6334532,838.3396684,1116.92295,1514.836494,2094.827378,2959.093348,4278.45094,6346.581831,9684.238914,15246.63203,24852.47743,42110.33105,74515.09657,138447.593,271812.4395,568138.8157,1275615.467,3109710.165,8338526.673,24987018.93,85330042.88,340318166.3,1635056092,9848302092,78345898087,8.82E+11,1.55E+13,4.82E+14,3.24E+16,6.23E+18,5.42E+21,4.51E+25,1.40E+31,2.41E+39,1.31E+53,3.87E+80,1.02E+163
87,63,73.88946365,87.3336364,104.0747075,125.1120782,151.8062541,186.0308834,230.3982495,288.5984925,365.917682,470.0418664,612.3265358,809.8379459,1088.700584,1489.703096,2077.900762,2959.468468,4312.064787,6441.113497,9887.384004,15639.62452,25570.45107,43366.29635,76600.30091,141581.4845,275321.0966,566868.2122,1244989.403,2942449.977,7562385.381,21402794.53,67724890.57,244097871.8,1025388174,5166358330,32377195164,2.64E+11,2.99E+12,5.09E+13,1.45E+15,8.15E+16,1.12E+19,5.33E+21,1.48E+25,5.78E+29,1.57E+36,7.05E+45,8.74E+61,1.37E+94,5.42E+190
88,57,65.20709686,75.0784598,87.03895551,101.6441436,119.6274574,141.9670238,169.9814297,205.4687175,250.910845,309.7787608,386.9945724,489.6431404,628.0868548,817.7447433,1081.988913,1456.962117,1999.777754,2802.829534,4019.446558,5911.257991,8938.476406,13938.10123,22489.3761,37695.47505,65935.00613,120994.1477,234391.435,482889.7985,1067314.997,2557683.197,6730450.399,19753688.03,65919492.48,256203381.2,1195611368,6966875117,53354497709,5.75E+11,9.57E+12,2.80E+14,1.74E+16,3.06E+18,2.35E+21,1.67E+25,4.11E+30,5.07E+38,1.56E+52,1.50E+79,1.37E+160
89,60,69.00217016,79.88932807,93.15682431,109.4565688,129.6550289,154.9159789,186.8200203,227.5394705,280.0978293,348.7604241,439.6318376,561.5849774,727.7319496,957.7977315,1282.030348,1747.786213,2430.888555,3455.730001,5031.858497,7522.613421,11578.21635,18403.3392,30316.76931,51974.22397,93171.96945,175627.8951,350390.2334,745617.6524,1707970.891,4258316.879,11710913.54,36110217.7,127384204.5,527225646.1,2643272438,16725654787,1.41E+11,1.70E+12,3.23E+13,1.11E+15,8.41E+16,1.89E+19,2.00E+22,2.16E+26,9.71E+31,2.94E+40,4.05E+54,7.80E+82,5.76E+167
90,60,69.38598066,80.81052446,94.8272799,112.1703434,133.8230886,161.1172068,195.8770339,240.6327157,298.9395694,375.8638703,478.7338541,618.3209767,810.7326205,1080.505447,1465.769817,2027.071696,2862.819334,4137.061801,6130.912232,9340.785346,14672.61737,23840.5245,40219.47382,70753.569,130446.2277,253529.8898,523030.4675,1154658.812,2754293.12,7181871.835,20760545.1,67681854.42,254186198.7,1129263223,6137484764,42608308649,4.00E+11,5.47E+12,1.21E+14,4.97E+15,4.70E+17,1.39E+20,2.10E+23,3.68E+27,3.23E+33,2.68E+42,1.99E+57,1.12E+87,2.09E+176
91,61,70.76324585,82.67341854,97.31910861,115.4821995,138.2120667,166.9325258,203.5979492,250.9242488,312.7355469,394.4924613,504.11032,653.24857,859.3807495,1149.184215,1564.210742,2170.593018,3076.075929,4460.710776,6633.801441,10142.93916,15990.07061,26076.0628,44153.90262,77967.38174,144296.5944,281543.0966,583134.5111,1292589.782,3096185.341,8108022.352,23541542.73,77100122.15,290938264.3,1298985038,7096955651,49543337137,4.68E+11,6.44E+12,1.43E+14,5.94E+15,5.66E+17,1.69E+20,2.59E+23,4.61E+27,4.13E+33,3.53E+42,2.76E+57,1.70E+87,4.15E+176
92,58,67.27494035,78.58726173,92.49522635,109.740398,131.318011,158.5784039,193.3751026,238.2839386,296.9319595,374.498725,478.4928613,619.97607,815.5285704,1090.468508,1484.239242,2059.633986,2918.987696,4233.370716,6296.776196,9629.926341,15186.09727,24774.87716,41971.39175,74157.91055,137344.4615,268204.4977,556054.6596,1233971.473,2959665.703,7762226.465,22576493.13,74085533.32,280192873.3,1254229948,6872628739,48139643552,4.56E+11,6.31E+12,1.41E+14,5.89E+15,5.65E+17,1.71E+20,2.65E+23,4.78E+27,4.37E+33,3.86E+42,3.16E+57,2.16E+87,7.11E+176
93,55,63.22825197,73.16069294,85.23986214,100.0464373,118.3497627,141.1796665,169.9297705,206.5080128,253.5589485,314.7968267,395.512365,503.3565501,649.574326,850.9831939,1133.211083,1536.111008,2123.029916,2997.080632,4330.499737,6419.211176,9787.569488,15396.6622,25074.92159,42447.06434,75034.65098,139260.6111,273086.932,570078.0107,1278211.596,3111396.771,8329519.354,24915786.48,84921152.38,337959225.5,1619841253,9730527874,77174532187,8.66E+11,1.51E+13,4.69E+14,3.13E+16,5.99E+18,5.16E+21,4.25E+25,1.29E+31,2.19E+39,1.14E+53,3.12E+80,6.57E+162
94,53,60.37192682,69.19174465,79.81851641,92.71880731,108.5045115,127.9860422,152.2479961,182.7581161,221.5262654,271.3396013,336.1156485,421.4407881,535.4054765,689.923263,902.8545166,1201.497641,1628.458344,2251.758438,3182.708731,4608.420999,6852.809836,10494.98775,16607.72896,27257.75161,46603.59178,83428.1602,157314.6544,314673.9108,673355.0717,1557067.429,3938785.48,11063712.41,35151391.42,129274084.1,566637051.2,3073604283,21671467696,2.12E+11,3.15E+12,8.05E+13,4.24E+15,6.02E+17,3.55E+20,1.76E+24,2.63E+29,1.53E+37,1.35E+50,1.07E+76,5.34E+153
95,58,66.6666776,77.13840965,89.88746112,105.5347778,124.9048713,149.1040515,179.6333087,218.5533188,268.7289843,334.1971994,420.728642,536.7003841,694.4756772,912.6277725,1219.598363,1659.850428,2304.465367,3269.869992,4751.865397,7089.361127,10887.74823,17266.48351,28375.97394,48524.6676,86757.76467,163080.4306,324396.6377,688145.1576,1571081.642,3903148.996,10693467.31,32838601.92,115333043.8,475062712.8,2369269480,14905139615,1.25E+11,1.49E+12,2.82E+13,9.59E+14,7.18E+16,1.59E+19,1.65E+22,1.75E+26,7.61E+31,2.20E+40,2.81E+54,4.68E+82,2.23E+167
96,62,71.88701357,83.95040598,98.78785377,117.1937225,140.2347455,169.3591854,206.5563136,254.5925697,317.3663315,400.4490794,511.9244494,663.711989,873.6948695,1169.208743,1592.886408,2212.67744,3139.457609,4558.820881,6790.17421,10400.11837,16427.62687,26848.47123,45573.60443,80695.59366,149804.7507,293294.3327,609807.8161,1357530.771,3267438.511,8602937.011,25131469.31,82877738.43,315204658.2,1420003604,7838464988,55375896816,5.30E+11,7.41E+12,1.68E+14,7.14E+15,7.01E+17,2.17E+20,3.49E+23,6.61E+27,6.48E+33,6.34E+42,6.18E+57,5.97E+87,5.58E+177
97,59,67.61023621,77.97681484,90.55033485,105.9206419,124.8673223,148.431308,178.0176442,215.5448646,263.6650631,326.0928083,408.1043081,517.3074156,664.8503483,867.3548889,1150.070986,1552.136776,2135.555684,3000.907503,4315.604036,6366.231568,9658.689299,15116.6356,24490.23501,41234.61092,72488.47912,133769.0285,260777.4638,541078.6339,1205571.5,2915461.562,7752101.371,23024654.38,77894513.14,307580317,1462082116,8705728816,68395445927,7.60E+11,1.31E+13,4.02E+14,2.64E+16,4.97E+18,4.20E+21,3.37E+25,9.93E+30,1.60E+39,7.72E+52,1.83E+80,2.51E+162
98,59,67.19280874,77.01339935,88.87125962,103.3004048,121.003916,142.9168748,170.2963525,204.8517197,248.9358797,305.8299367,380.1734258,478.6251472,610.8959333,791.3928861,1041.889732,1395.957486,1906.487404,2658.786839,3794.000274,5552.242806,8354.615694,12964.69265,20818.88335,34731.33856,60469.60868,110463.0889,213047.4824,437041.8011,962001.7454,2296241.446,6019979.665,17607092.72,58569253.59,226991030.2,1056728228,6145823394,47005682164,5.06E+11,8.43E+12,2.47E+14,1.54E+16,2.72E+18,2.11E+21,1.52E+25,3.83E+30,4.89E+38,1.60E+52,1.75E+79,2.37E+160
99,55,63.31620663,73.37591507,85.63722035,100.7028658,119.3737534,142.7252516,172.2173496,209.8557422,258.4306563,321.8761566,405.819203,518.4327513,671.785064,884.0149387,1182.910918,1611.931779,2240.576698,3182.711812,4629.87039,6913.615533,10626.23524,16862.88288,27726.8969,47431.10412,84815.87708,159421.0198,317021.5329,672108.8025,1533082.879,3803889.303,10403737.96,31878206.78,111645728.6,458257863.1,2275480901,14237822017,1.18E+11,1.41E+12,2.62E+13,8.81E+14,6.49E+16,1.41E+19,1.42E+22,1.45E+26,5.96E+31,1.58E+40,1.75E+54,2.19E+82,4.35E+166
100,59,68.06194627,79.0678137,92.54193492,109.1788918,129.9083456,155.9883188,189.1411393,231.7542644,287.1812542,360.1998122,457.7203595,589.9014972,771.9391497,1026.994356,1391.088635,1921.481127,2711.366794,3916.372122,5803.738354,8846.575194,13910.87247,22640.9268,38287.52188,67571.10633,125091.8072,244373.2659,507315.7408,1128490.183,2716380.752,7159621.445,20960836.5,69364645.26,265128012.8,1202487824,6696640388,47848427245,4.65E+11,6.62E+12,1.54E+14,6.71E+15,6.84E+17,2.23E+20,3.81E+23,7.86E+27,8.72E+33,1.03E+43,1.38E+58,2.52E+88,1.62E+179
101,52,58.4621859,66.08070951,75.11954765,85.91591515,98.90425642,114.6493401,133.8924026,157.6162216,187.1379975,224.2436379,271.3845667,331.9704006,410.8110061,514.7953812,653.9529988,843.1451823,1104.816714,1473.573097,2003.980491,2784.209347,3960.588352,5783.186273,8693.354544,13498.25327,21733.41304,36451.0625,64023.40395,118508.2617,232913.942,490440.019,1118532.452,2800030.657,7821088.836,24881980.1,92537570.68,416004096.2,2361701484,17948789412,1.98E+11,3.53E+12,1.20E+14,9.87E+15,2.87E+18,5.57E+21,2.24E+26,1.83E+33,6.06E+44,6.76E+67,9.66E+136
102,43,47.92226856,53.68482075,60.47228544,68.51883173,78.12391279,89.67381723,103.6714792,120.7781696,141.8724906,168.1349014,201.1704367,243.189412,297.277556,367.8063933,461.067568,586.2716909,757.1529494,994.6030634,1331.096959,1818.319506,2540.67526,3639.94828,5361.817444,8146.819707,12815.44855,20961.75142,35832.25669,64398.97357,122558.4405,249108.3434,546409.8211,1309902.61,3486181.323,10503918.52,36729032.85,153874503.5,805237611.6,5564374936,54771481969,8.54E+11,2.46E+13,1.64E+15,3.66E+17,4.97E+20,1.21E+25,4.66E+31,4.41E+42,4.01E+64,3.06E+130
103,55,62.38298564,71.19109621,81.77358618,94.58334266,110.2130898,129.4462104,153.328915,183.2739892,221.2118896,269.8138624,332.8263082,415.5798018,525.7771302,674.735449,879.3824231,1165.531313,1573.375998,2166.936153,3050.722514,4399.988627,6517.37031,9942.572965,15672.79959,25624.12438,43641.56387,77823.33499,146174.2701,291237.99,620710.2025,1429455.018,3600733.554,10069909.21,31847305.63,116554830.6,508232050.4,2741257212,19208121427,1.87E+11,2.75E+12,6.96E+13,3.62E+15,5.08E+17,2.94E+20,1.42E+24,2.07E+29,1.15E+37,9.36E+49,6.31E+75,1.97E+153
104,42,46.82229924,52.46456803,59.10613806,66.97423781,76.35914558,87.63490767,101.2879607,117.9571103,138.4900264,164.0240732,196.1034905,236.8516766,289.2283139,357.4193258,447.4385512,568.0733992,732.4010043,960.2718023,1282.473372,1747.889338,2436.149378,3480.659922,5111.927279,7742.031509,12135.98705,19774.92375,33664.22899,60232.38665,114073.8702,230643.5607,503013.3358,1198341.999,3167483.978,9471999.724,32845793.07,136335063.2,706062711.6,4821816349,46824045692,7.19E+11,2.03E+13,1.33E+15,2.88E+17,3.76E+20,8.73E+24,3.11E+31,2.61E+42,1.87E+64,7.02E+129
105,35,38.80474514,43.23192158,48.4131356,54.51407678,61.74499453,70.3749183,80.75115406,93.32630047,108.6961099,127.6531877,151.2641316,180.9818615,218.811581,267.559814,331.2143663,415.5344843,528.9852801,684.2482221,900.7181614,1208.732707,1656.927452,2325.400903,3350.031856,4968.976591,7615.027284,12106.96035,20064.97565,34861.07864,63924.68393,124719.3974,261449.7628,595973.5247,1499229.113,4239683.177,13796981.87,53245611.08,253463589.8,1568398360,13550813080,1.81E+11,4.30E+12,2.26E+14,3.72E+16,3.35E+19,4.63E+23,7.55E+29,1.72E+40,9.05E+60,1.35E+123
106,41,45.48094619,50.69294766,56.79007077,63.96613902,72.46690827,82.60657637,94.79039482,109.5459672,127.56706,149.775664,177.4110291,212.1591358,256.3437011,313.2123469,387.3724872,485.4671531,617.2430328,797.2734753,1047.800691,1403.538683,1920.005301,2688.396027,3862.979446,5713.318895,8727.656582,13826.33321,22823.33197,39477.62458,72031.7949,139759.0976,291160.6113,659070.8504,1644903.23,4610089.518,14849482.67,56636432.42,265948062.3,1619541633,13729965586,1.79E+11,4.14E+12,2.11E+14,3.30E+16,2.81E+19,3.56E+23,5.13E+29,9.48E+39,3.28E+60,1.40E+122
107,14,14.98051425,16.07858017,17.31320968,18.7072787,20.28847559,22.09052347,24.15476827,26.53225867,29.28649458,32.4970927,36.26472383,40.71783287,46.02188827,52.39226517,60.11241993,69.55988118,81.24396691,95.86138627,114.379609,138.1641831,169.1770704,210.2923581,265.8107805,342.3201139,450.1751849,606.1242169,838.1327665,1194.58995,1762.645986,2706.536365,4352.148083,7385.525577,13353.07731,26029.82116,55538.7802,132242.8398,360415.1629,1162950.298,4652148.242,24608755.6,188941333.2,2421313865,64509583838,5.15E+12,2.38E+15,2.38E+19,1.12E+26,2.47E+39,2.75E+79
108,46,51.49071831,57.94521743,65.58031526,74.67225166,85.57594556,98.75148739,114.8009749,134.5203106,158.9729138,189.5959596,228.3555834,277.9769095,342.2902697,426.760955,539.3142392,691.6448691,901.3384099,1195.384394,1616.134881,2231.675502,3154.391841,4575.243636,6829.199054,10524.85658,16811.88895,27958.2944,48660.40048,89187.14188,173417.6597,360904.3735,812551.2751,2005186.525,5512228.445,17224499.55,62767120.82,275663876,1523294570,11216822062,1.19E+11,2.03E+12,6.53E+13,5.01E+15,1.33E+18,2.29E+21,7.79E+25,4.91E+32,1.07E+44,5.06E+66,5.56E+134
109,47,52.69574474,59.41498912,67.39371923,76.93420667,88.42702026,102.38151,119.4684908,140.5807074,166.919555,200.1210984,242.441781,297.0362096,368.3793428,462.9191947,590.1045511,764.0353047,1006.169344,1349.86511,1848.195682,2587.75641,3713.786753,5477.358825,8327.166664,13095.05823,21387.27055,36449.06305,65177.98215,123093.5634,247437.6328,534371.0615,1253920.499,3241449.243,9389714.704,31135897.69,121418516.9,576487148.4,3487207606,28550846689,3.44E+11,6.82E+12,2.64E+14,2.56E+16,9.19E+18,2.36E+22,1.41E+27,2.06E+34,1.83E+46,1.45E+70,7.46E+141
110,12,12.80897505,13.71482095,14.73318906,15.88290984,17.18677306,18.67253343,20.3742171,22.33383305,24.60363463,27.24913612,30.35317609,34.02144879,38.39011831,43.63642591,49.99365625,57.77254434,67.39234669,79.426656,94.6721125,114.2533646,139.7866241,173.6400957,219.3585514,282.3735742,371.2257756,499.7346187,690.9857008,984.9441098,1453.627441,2232.834933,3592.205358,6099.779041,11036.97565,21534.60953,45996.04288,109651.828,299245.4346,967002.1175,3874559.604,20531531.04,157936095.5,2028091329,54150343312,4.33E+12,2.01E+15,2.02E+19,9.47E+25,2.10E+39,2.35E+79
111,59,67.90452143,78.68832735,91.84937575,108.0442926,128.1476182,153.3365342,185.2135361,225.986392,278.7358453,347.8197917,439.493227,562.8753337,731.4855516,965.731013,1297.019029,1774.709774,2478.157026,3538.11004,5175.841782,7776.910061,12034.92294,19242.15394,31900.97667,55068.16864,99457.80808,189000.5037,380401.2988,817271.9313,1891790.456,4770948.751,13286932.55,41543085.91,148825935.8,626655791.6,3203062258,20716067580,1.79E+11,2.22E+12,4.37E+13,1.56E+15,1.24E+17,2.96E+19,3.38E+22,4.06E+26,2.10E+32,7.83E+40,1.53E+55,5.91E+83,3.49E+169
112,61,70.66997909,82.45604871,96.93660153,114.879576,137.3151034,165.6401774,201.77139,248.3708233,309.1849533,389.5609034,497.2457165,643.6454315,845.845572,1129.918537,1536.454233,2130.023084,3015.773051,4369.328063,6492.232407,9918.059102,15622.57223,25455.90724,43068.6794,75988.58246,140516.0661,273926.6115,566832.0467,1255190.848,3003271.484,7854922.381,22774255.63,74464245.78,280447156.3,1249256980,6806344642,47354634610,4.45E+11,6.09E+12,1.35E+14,5.54E+15,5.23E+17,1.54E+20,2.32E+23,4.02E+27,3.47E+33,2.81E+42,1.98E+57,1.01E+87,1.34E+176
113,42,47.26081207,53.4948253,60.93315861,69.8738388,80.70470945,93.93543469,110.2427258,130.535039,156.0463361,188.4738485,230.1834987,284.5210458,356.2913471,452.5099579,583.6047854,765.37757,1022.278068,1393.003144,1940.325565,2768.845317,4058.057615,6126.073182,9557.04225,15466.57851,26080.11096,46057.64997,85701.95172,169227.244,357620.2424,817075.5708,2043311.211,5677645.88,17857765.76,65071112.68,282887601.3,1523738705,10683906229,1.04E+11,1.54E+12,3.95E+13,2.09E+15,3.00E+17,1.79E+20,9.13E+23,1.43E+29,8.91E+36,8.91E+49,9.14E+75,1.03E+154
114,46,51.6707514,58.3583887,66.29595916,75.78146622,87.19925415,101.0495486,117.9897072,138.8924852,164.9293434,197.6911084,239.3651571,292.9994481,362.9021891,455.2570493,579.0873591,747.796759,981.6827189,1312.130451,1788.782865,2492.126056,3556.223951,5211.093292,7864.441682,12265.38831,19846.31162,33470.24885,59150.84433,110243.6494,218339.0567,463711.2538,1067793.349,2702079.508,7640186.265,24645279.79,93115926.09,426263507.1,2471289566,19248478913,2.18E+11,4.03E+12,1.43E+14,1.24E+16,3.87E+18,8.22E+21,3.76E+26,3.70E+33,1.69E+45,3.54E+68,3.37E+138
115,18,19.5649308,21.35422817,23.41057418,25.78673628,28.54842161,31.7780765,35.57999137,40.08722747,45.47111422,51.95441642,59.82980589,69.4861019,81.44605092,96.42150489,115.3952564,139.7444236,171.4298042,213.2920682,269.524722,346.4464035,453.7929145,606.936655,830.8108592,1167.071433,1687.631234,2521.241519,3907.979255,6316.392872,10709.19699,19183.34888,36621.29623,75297.6539,168944.6718,420453.1315,1184911.654,3883297.949,15323772.15,76263722.84,509936383.3,5004953096,81939563955,2.71E+12,2.45E+14,9.99E+16,4.54E+20,1.40E+26,2.00E+35,4.14E+53,3.78E+108
116,54,60.92329321,69.13046024,78.92465846,90.69590485,104.9504238,122.3514685,143.7767363,170.4000822,203.8092764,246.17798,300.5204852,371.0747982,463.8881036,587.7271335,755.5202398,986.6876939,1310.989023,1775.023931,2453.496095,3469.268038,5030.142152,7498.535771,11528.22848,18343.40724,30333.08637,52379.09004,94984.36891,182092.5445,371981.9278,817473.2495,1955012.072,5160158.737,15295589.76,52035355.31,208841387.8,1024455201,6433246355,55008689304,6.97E+11,1.47E+13,6.13E+14,6.52E+16,2.64E+19,7.95E+22,5.92E+27,1.21E+35,1.88E+47,4.56E+71,6.67E+144
117,41,45.71845621,51.24934588,57.77280505,65.51774341,74.77748352,85.93122002,99.47377657,116.0573327,136.5506333,162.1240701,194.3735922,235.5037619,288.6023498,358.0590277,450.2150555,574.3905446,744.5419654,981.9956503,1320.063629,1812.040413,2545.448946,3668.20306,5438.281109,8321.552102,13192.35853,21763.56494,37555.50263,68203.63911,131308.1238,270344.0977,601550.8589,1465434.034,3971240.716,12212688.79,43710868.75,188088405.8,1015240854,7274399550,74743456704,1.23E+12,3.76E+13,2.72E+15,6.72E+17,1.04E+21,3.08E+25,1.57E+32,2.39E+43,5.60E+65,7.32E+132
118,52,59.10562059,67.60787952,77.85469405,90.29881463,105.5349886,124.3523416,147.8090793,177.3403583,214.9161256,263.2753494,326.2788631,409.4494598,520.8128708,672.231458,881.5612785,1176.215373,1599.185648,2219.473305,3150.643211,4584.798949,6856.786791,10569.77455,16850.32176,27888.42449,48134.54848,87091.25727,166202.9482,336972.8775,732129.2963,1722307.03,4442244.919,12755907.62,41557469.95,157282559,712537802.7,4015579064,29604803019,3.05E+11,4.83E+12,1.33E+14,7.69E+15,1.23E+18,8.42E+20,5.11E+24,1.02E+30,9.09E+37,1.64E+51,5.42E+77,2.01E+157
119,62,71.65320711,83.40862762,97.84013192,115.7097309,138.0397843,166.2171033,202.1449627,248.4680989,308.9105657,388.7908866,495.8204769,641.3628625,842.4570233,1125.134184,1529.972855,2121.619913,3005.520853,4358.120176,6482.991635,9918.523275,15651.77609,25559.55964,43356.64821,76729.46413,142385.8504,278695.131,579368.1382,1289714.662,3104373.977,8174645.959,23884694.54,78782986.08,299695163.2,1350369116,7454745739,52662088388,5.04E+11,7.04E+12,1.60E+14,6.77E+15,6.62E+17,2.05E+20,3.27E+23,6.13E+27,5.92E+33,5.66E+42,5.30E+57,4.71E+87,3.39E+177
120,28,30.4317906,33.19546701,36.3507323,39.97060779,44.14498976,48.98531747,54.63075195,61.25642898,69.08458806,78.39973254,89.56950465,103.0737608,119.5455656,139.8297492,165.0677258,196.8222011,237.2634935,289.4527611,357.7806342,448.6603606,571.6473613,741.2910501,980.2784318,1324.924448,1835.065202,2612.509875,3836.794876,5837.472277,9247.382213,15345.4991,26871.73559,50101.96216,100569.3353,220362.451,536392.3356,1483498.181,4801187.571,18911722.72,95653905.4,669636709.7,7230935744,1.42E+11,6.50E+12,1.07E+15,1.36E+18,6.16E+22,3.56E+30,1.20E+46,4.56E+92
121,47,52.74341779,59.51490637,67.55002485,77.15002862,88.70352177,102.7163793,119.8535491,140.9981256,167.3358579,200.4776203,242.6393727,296.9105195,367.6604434,461.1648239,586.5881606,757.5553111,994.718278,1330.044262,1814.156418,2529.238132,3612.381214,5299.181631,8007.996251,12509.0706,20278.51193,34274.22209,60726.67777,113516.8697,225595.0583,481027.4024,1112761.097,2830854.952,8053680.47,26165481.65,99687884.05,460838279.4,2702824911,21344086792,2.46E+11,4.64E+12,1.69E+14,1.51E+16,4.91E+18,1.10E+22,5.46E+26,6.05E+33,3.36E+45,1.05E+69,3.32E+139
122,25,27.33372987,30.00526395,33.07858722,36.63265,40.76554589,45.60005131,51.29103661,58.03547574,66.08610229,75.77024034,87.51606734,101.8896878,119.6481461,141.8162826,169.7998098,205.5543269,251.8422724,312.6307774,393.7199667,503.7566262,655.9079826,870.6961574,1180.932385,1640.570052,2341.125762,3443.276596,5240.184932,8290.297557,13710.35348,23859.95636,44048.22031,87115.76725,186832.2798,441153.8739,1169140.127,3564706.127,12915443.03,58056856.8,343397810.3,2902009735,39464560709,1.03E+12,6.87E+13,1.86E+16,4.74E+19,6.11E+24,2.02E+33,2.22E+50,3.00E+101
123,39,43.82467018,49.51884211,56.28267427,64.37235499,74.11862641,85.95240257,100.440586,118.3367231,140.6535277,168.7680728,204.5764927,250.7248828,310.9594091,390.6662113,497.7192016,643.837507,846.8049499,1134.182044,1549.668038,2164.298481,3096.731623,4551.178985,6890.819338,10785.38889,17520.58552,29677.49885,52703.64526,98761.57398,196789.3858,420804.3786,976481.3037,2492690.042,7118696.966,23227067.21,88924011.29,413379408.4,2440250882,19418241642,2.26E+11,4.31E+12,1.59E+14,1.45E+16,4.81E+18,1.11E+22,5.76E+26,6.81E+33,4.23E+45,1.65E+69,1.02E+140
124,19,20.49314515,22.18250164,24.10251262,26.29517049,28.81200617,31.71669366,35.08848895,39.02681206,43.6574107,49.14073586,55.68344677,63.55439629,73.10711525,84.81185306,99.30187896,117.4414003,140.4268064,169.9402282,208.3868413,259.2690788,327.7898401,421.848333,553.7275498,743.0365643,1022.004336,1445.340074,2109.318181,3190.33088,5026.583381,8300.789836,14474.44144,26894.46935,53848.41289,117819.8264,286753.3817,794244.76,2579380.235,10220449.77,52164939.53,370019741.2,4070521051,81868108501,3.90E+12,6.76E+14,9.29E+17,4.76E+22,3.40E+30,1.76E+46,2.52E+93
125,45,50.47834363,56.9387524,64.60658223,73.77013222,84.80141882,98.18489492,114.5575861,134.7658328,159.9464953,191.644689,231.9868597,283.9389939,351.6979628,441.2947315,561.541109,725.5448602,953.185678,1275.253852,1740.539439,2428.301842,3470.845707,5095.702221,7707.20765,12050.37095,19554.09,33084.08093,58681.95523,109820.299,218510.63,466506.1294,1080583.04,2752752.817,7842652.723,25517800.27,97371437.54,450862262.2,2648832651,20955392352,2.42E+11,4.58E+12,1.67E+14,1.50E+16,4.88E+18,1.10E+22,5.46E+26,6.08E+33,3.41E+45,1.08E+69,3.55E+139
126,20,21.8531198,23.97804751,26.42718146,29.26541425,32.57369195,36.45375746,41.03453112,46.4807782,53.00500648,60.88397894,70.48190326,82.28340797,96.94106653,115.3448724,138.7253697,168.8092744,208.0584857,260.0442159,330.0447823,426.0222606,560.2571416,752.1572873,1033.225646,1456.127326,2111.823431,3163.214596,4914.075876,7957.170897,13509.88986,24221.88196,46255.43911,95078.44407,213110.4372,529393.8731,1487755.462,4856678.329,19063798.3,94221610.09,624376066.4,6057490341,97692467722,3.17E+12,2.79E+14,1.10E+17,4.74E+20,1.35E+26,1.69E+35,2.68E+53,1.10E+108
