Community ID,hci0,hci1,hci2,hci3,hci4,hci5,hci6,hci7,hci8,hci9,hci10,hci11,hci12,hci13,hci14,hci15,hci16,hci17,hci18,hci19,hci20,hci21,hci22,hci23,hci24,hci25,hci26,hci27,hci28,hci29,hci30,hci31,hci32,hci33,hci34,hci35,hci36,hci37,hci38,hci39,hci40,hci41,hci42,hci43,hci44,hci45,hci46,hci47,hci48,hci49
0,51,57.8685594,66.07145963,75.93810507,87.89641752,102.5075397,120.51467,142.9125935,171.047916,206.7654817,252.6252737,312.2285728,390.7162988,495.5435379,637.7055292,833.7166961,1108.873385,1502.756701,2078.744217,2940.894379,4264.796873,6355.742866,9762.244597,15506.07607,25568.16477,43962.95948,79237.6946,150624.6332,304175.7382,658205.0721,1542047.905,3960696.251,11324707.53,36734315.35,138409382.2,624168900.3,3500969362,25684472454,2.64E+11,4.15E+12,1.14E+14,6.52E+15,1.04E+18,7.04E+20,4.23E+24,8.31E+29,7.31E+37,1.29E+51,4.05E+77,1.31E+157
1,68,79.84792532,94.52021707,112.8516733,135.9714313,165.4238922,203.3466241,252.7356872,317.8471147,404.8138474,522.6094142,684.5797953,910.924367,1232.795048,1699.215809,2389.035032,3432.089399,5047.694132,7616.69866,11820.67687,18920.13138,31331.62727,53874.79443,96589.84688,181424.9301,358997.2671,753225.4226,1688490.742,4080496.5,10745141.42,31229827.23,101749610.9,378746858.9,1648947904,8646546283,56674725641,4.87E+11,5.84E+12,1.06E+14,3.29E+15,2.02E+17,3.12E+19,1.71E+22,5.67E+25,2.82E+30,1.07E+37,7.89E+46,2.24E+63,1.82E+96,1.01E+195
2,50,56.27173771,63.6947049,72.53881651,83.15090746,95.98061074,111.6163169,130.835701,154.6775584,184.5452245,222.3574542,270.7716839,333.5194262,415.9183174,525.6674849,674.106114,878.2450411,1164.117316,1572.433594,2168.370275,3058.97797,4425.073931,6581.58998,10095.88305,16028.89079,26448.26918,45573.50936,82470.48137,157779.2454,321671.0437,705535.7983,1684129.323,4437079.242,13129226.33,44590725.08,178679417.9,875200255.5,5488492372,46873156345,5.93E+11,1.25E+13,5.21E+14,5.54E+16,2.24E+19,6.76E+22,5.05E+27,1.04E+35,1.62E+47,4.01E+71,6.22E+144
3,45,50.5234632,57.04599908,64.79872773,74.07781402,85.26609159,98.86301476,115.526603,136.1328658,161.8610384,194.3174508,235.7180736,289.1615686,359.0442653,451.7016636,576.4183897,747.0497403,984.6807756,1322.08747,1811.408271,2537.694643,3643.55395,5375.41395,8173.459942,12853.29671,20988.71936,35756.88005,63904.22288,120593.7749,242166.1838,522320.0894,1223732.919,3157492.519,9126193.115,30182894.22,117341103.1,555127592.9,3343877486,27241948092,3.26E+11,6.43E+12,2.47E+14,2.36E+16,8.38E+18,2.11E+22,1.23E+27,1.74E+34,1.45E+46,1.03E+70,3.76E+141
4,50,56.30389621,63.76859617,72.66708176,83.35034329,96.27369045,112.0333374,131.4178442,155.4813056,185.6487958,223.8703227,272.8488222,336.3829491,419.8908729,531.2246362,681.9599936,889.4805528,1180.418564,1596.468907,2204.463169,3114.308013,4511.889564,6721.418192,10327.82342,16426.60004,27156.26046,46888.50269,85033.63997,163058.2658,333252.9914,732868.3153,1754330.695,4636147.192,13763567.97,46912909.9,188722170.1,928383540.9,5849925449,50228549779,6.39E+11,1.36E+13,5.71E+14,6.13E+16,2.51E+19,7.69E+22,5.87E+27,1.25E+35,2.04E+47,5.58E+71,1.16E+145
5,59,67.58389389,77.93373306,90.50713701,105.9046065,124.9218703,148.6243421,178.4543156,216.3872951,265.1631155,328.6326381,412.2859346,524.0703766,675.6803479,884.6293302,1177.647318,1596.374357,2207.129536,3118.104879,4510.47374,6696.385935,10230.67439,16133.82905,26354.81417,44773.95023,79481.84164,148238.3398,292340.5051,614250.4319,1387552.009,3406462.334,9208774.758,27854975.13,96161798.12,388370903.2,1893416645,11601156996,94166666976,1.09E+12,1.96E+13,6.33E+14,4.43E+16,9.02E+18,8.41E+21,7.69E+25,2.72E+31,5.75E+39,4.35E+53,2.52E+81,5.04E+164
6,59,67.90227179,78.69593911,91.88598663,108.1396238,128.347375,153.7106724,185.8690308,227.0871654,280.5342212,350.7067712,444.0799588,570.1271309,742.9459867,983.9033833,1326.028447,1821.476894,2554.527341,3664.815073,5390.073577,8147.247069,12691.72844,20441.77218,34166.83305,59514.92034,108573.4701,208639.6574,425185.2392,926261.5703,2177655.894,5588510.149,15872569.26,50742017.14,186425722.9,807926446.6,4268663715,28687029071,2.59E+11,3.39E+12,7.10E+13,2.74E+15,2.40E+17,6.43E+19,8.56E+22,1.26E+27,8.69E+32,5.01E+41,2.02E+56,3.35E+85,1.57E+173
7,54,61.61650492,70.76246896,81.82580915,95.31321511,111.8928792,132.4549671,158.1982204,190.7555602,232.3787195,286.2135475,356.7168085,450.2975281,576.3211431,748.7112011,988.5557034,1328.440268,1819.82084,2545.885651,3644.60928,5351.308657,8079.755443,12582.28462,20278.19706,33956.39945,59350.5098,108857.1961,210834.8302,434407.9251,960624.7681,2304130.377,6071860.779,17856601.27,59750146.59,233046997.1,1092481093,6402538663,49388121942,5.37E+11,9.04E+12,2.69E+14,1.70E+16,3.06E+18,2.43E+21,1.80E+25,4.74E+30,6.45E+38,2.35E+52,3.15E+79,7.91E+160
8,44,49.42416872,55.83654236,63.46740314,72.612304,83.65391745,97.09235518,113.5877103,134.0204523,159.5782398,191.8823665,233.1745443,286.5969901,356.6192104,449.6995836,575.3299658,747.718037,988.5550926,1331.675588,1831.099204,2575.291067,3713.202612,5503.376331,8409.854298,13296.87921,21841.36135,37448.92357,67398.11223,128163.2779,259531.4581,564950.5297,1337112.272,3489022.25,10211294.43,34247390.83,135257020.9,651433087.6,4005198492,33412684729,4.11E+11,8.38E+12,3.35E+14,3.37E+16,1.27E+19,3.49E+22,2.29E+27,3.85E+34,4.30E+46,5.41E+70,1.11E+143
9,59,68.20125841,79.39591163,93.12456403,110.103831,131.2934187,157.9926256,191.980937,235.7256259,292.6927013,367.8197707,468.2468579,604.4655748,792.1598311,1055.213192,1430.727894,1977.595005,2791.49385,4031.853605,5971.738447,9093.092473,14274.924,23179.30289,39076.29939,68688.56582,126527.2669,245665.8179,506219.3254,1116037.493,2657948.103,6917665.163,19952243.41,64873369.68,242858632.8,1074768938,5813927485,40131322896,3.74E+11,5.07E+12,1.11E+14,4.50E+15,4.17E+17,1.21E+20,1.77E+23,2.97E+27,2.45E+33,1.86E+42,1.18E+57,4.80E+86,3.35E+175
10,65,76.88936505,91.72120136,110.3951715,134.1383546,164.6438844,204.2768462,256.3844042,325.7699733,419.429844,547.7170997,726.2142581,978.8049937,1342.818076,1877.834772,2681.132795,3915.472186,5860.491681,9010.673728,14268.25064,23336.75472,39555.53355,69745.76966,128488.21,248556.7366,507850.7218,1103439.321,2569982.549,6477082.676,17863862.26,54647859.99,188478164.6,747657510.9,3496235365,19876203596,1.43E+11,1.36E+12,1.85E+13,3.88E+14,1.42E+16,1.08E+18,2.14E+20,1.60E+23,7.95E+26,6.80E+31,5.50E+38,1.27E+49,2.43E+66,8.95E+100,4.62E+204
11,58,67.65645997,79.50818825,94.17612352,112.4912726,135.5776887,164.9731035,202.8066112,252.0640573,316.9903223,403.7087929,521.1914192,682.8052421,908.8257092,1230.605989,1697.647831,2389.88169,3439.547861,5071.28133,7677.786012,11967.44323,19262.67988,32127.04917,55740.77558,101063.7137,192497.4504,387552.6288,830701.139,1911917.618,4773210.832,13084502.14,39967793.08,138513834,556891448.9,2670685712,15825288769,1.21E+11,1.27E+12,1.99E+13,5.13E+14,2.54E+16,3.01E+18,1.18E+21,2.57E+24,7.29E+28,1.26E+35,2.86E+44,1.14E+60,1.85E+91,8.05E+184
12,63,73.6079159,86.67932577,102.9269887,123.3104102,149.1355846,182.2010544,225.0147008,281.1201735,355.5959595,455.830894,592.7502923,782.7907563,1051.144418,1437.203032,2003.904429,2854.177691,4160.655932,6220.922684,9563.479234,15157.99175,24848.11444,42279.2205,74977.05142,139238.1881,272274.7642,564240.3856,1248539.711,2976396.62,7725653.442,22113754.18,70886408.55,259306787.9,1107940548,5692424513,36488003001,3.06E+11,3.57E+12,6.30E+13,1.88E+15,1.11E+17,1.63E+19,8.37E+21,2.58E+25,1.16E+30,3.82E+36,2.30E+46,4.67E+62,1.95E+95,1.46E+193
13,44,49.49533695,55.99617743,63.73773373,73.02213514,84.24091153,97.90622698,114.6947538,135.5100337,161.572231,194.5490419,236.7493555,291.4141092,363.1602356,458.6700964,587.7821982,765.2515074,1013.652124,1368.275961,1885.610188,2658.413188,3843.332252,5713.161737,8759.296477,13900.58157,22927.7695,39495.57328,71457.70531,136699.2683,278711.3786,611448.7766,1460158.989,3849526.993,11401362.05,38771853.28,155625085.3,763949567.7,4804347972,41178635635,5.23E+11,1.11E+13,4.66E+14,5.01E+16,2.06E+19,6.31E+22,4.85E+27,1.04E+35,1.74E+47,4.97E+71,1.19E+145
14,53,60.33039905,69.10329793,79.67721849,92.51828261,108.2381674,127.6475146,151.8319642,182.2617377,220.9516514,270.6980418,335.4348032,420.776944,534.8645609,689.6971828,903.2847471,1203.188102,1632.479183,2260.021189,3198.672408,4638.454631,6908.89623,10600.25892,16808.20093,27648.18919,47387.05378,85059.93654,160869.8141,322845.7548,693364.5073,1609845.919,4090741.305,11548887.8,36902841.98,136595862.4,603166585,3299666389,23496149356,2.33E+11,3.50E+12,9.10E+13,4.89E+15,7.13E+17,4.34E+20,2.25E+24,3.58E+29,2.29E+37,2.37E+50,2.57E+76,3.35E+154
15,28,30.75309886,33.92970226,37.61486768,41.91469522,46.9625295,52.92729221,60.0247854,68.5331816,78.81448217,91.34458609,106.7559416,125.8988369,149.9307059,180.4481967,219.6856055,270.8181488,338.4340383,429.2839761,553.4967871,726.5972374,972.940656,1331.721505,1867.804351,2691.899586,3999.530406,6149.362938,9827.810863,16412.50609,28820.75664,53618.28737,106647.1401,229320.8793,540457.3648,1420231.213,4252856.709,14923437.45,63650456.09,346456882.2,2572056095,28583205369,5.44E+11,2.17E+13,2.49E+15,1.39E+18,9.80E+21,5.83E+27,2.48E+37,4.51E+56,2.78E+114
16,57,65.19431206,75.06098445,87.03026861,101.6658536,119.7134425,142.1697198,170.3814551,206.1897428,252.1427988,311.8144648,390.2883125,494.9056188,636.4414899,830.9892789,1103.041344,1490.63606,2054.160271,2891.788278,4167.311872,6161.818873,9372.812823,14711.16668,23907.94156,40391.30155,71267.9021,132039.9616,258508.4315,538834.1004,1206477.708,2933019.104,7842741.029,23434444.74,79793930.17,317272108.9,1519466352,9120968912,72293047960,8.11E+11,1.42E+13,4.39E+14,2.93E+16,5.60E+18,4.82E+21,3.96E+25,1.21E+31,2.04E+39,1.06E+53,2.89E+80,6.01E+162
17,60,68.89578164,79.64866835,92.74601978,108.8291402,128.7503002,153.6540963,185.0949706,225.209185,276.9699905,344.5718478,434.0181182,554.0351464,717.5196982,943.8753455,1262.862216,1721.082466,2393.170111,3401.60247,4952.770891,7404.680824,11398.29301,18121.71963,29863.17193,51219.90713,91872.0992,173297.4271,346024.6146,737034.715,1690186.382,4219359.682,11620742.31,35892012.97,126855871.8,526183763,2644647929,16782620201,1.42E+11,1.72E+12,3.28E+13,1.13E+15,8.65E+16,1.96E+19,2.09E+22,2.30E+26,1.05E+32,3.28E+40,4.76E+54,1.01E+83,1.01E+168
18,58,66.02254607,75.6484639,87.28457044,101.4625978,118.8843298,140.4855781,167.5279651,201.7322943,245.4750094,302.0818036,376.2732465,474.8523636,607.7843903,789.9246789,1043.840408,1404.519988,1927.419823,2702.566909,3879.963896,5716.742603,8667.579151,13564.33808,21987.19677,37064.96119,65284.69829,120804.5431,236352.7522,492640.8183,1103836.886,2687687.395,7205008.633,21608131.09,73944483.99,295953639.9,1429400038,8672806870,69675208218,7.95E+11,1.42E+13,4.52E+14,3.12E+16,6.24E+18,5.70E+21,5.09E+25,1.74E+31,3.51E+39,2.47E+53,1.24E+81,1.64E+164
19,37,40.98768815,45.62757593,51.05795291,57.45306587,65.03422288,74.08488547,84.97139034,98.17170766,114.3158102,134.2430313,159.0846179,190.3841882,230.2760945,281.7537011,349.0797428,438.4254431,558.8854416,724.1236391,955.1033249,1284.728549,1765.948296,2486.32519,3595.073276,5355.023372,8246.423322,13183.31343,21986.46816,38473.34197,71123.8737,140053.6149,296702.0263,684507.2021,1745796.275,5015622.778,16622808.28,65526365.16,319764701.3,2037548024,18231793052,2.54E+11,6.35E+12,3.58E+14,6.39E+16,6.46E+19,1.05E+24,2.17E+30,7.37E+40,8.63E+61,1.42E+125
20,66,76.83737247,90.1193937,106.532786,126.9950954,152.7453032,185.4753046,227.5231865,282.1612996,354.0319643,449.8168436,579.2825615,756.9433527,1004.75563,1356.57488,1865.69072,2617.869847,3754.514371,5514.926513,8315.776478,12905.44121,20674.53008,34305.26046,59188.2417,106661.3013,201805.867,403321.6428,857539.1219,1956129.358,4835435.817,13109681.59,39554070.35,135195532.6,535123685.3,2521172692,14639513866,1.10E+11,1.12E+12,1.69E+13,4.21E+14,1.99E+16,2.23E+18,8.17E+20,1.62E+24,4.07E+28,5.92E+34,1.04E+44,2.72E+59,1.87E+90,6.29E+182
21,52,59.57619117,68.71950201,79.83892536,93.47219772,110.3333851,131.3807553,157.9147861,191.7215513,235.2854309,292.1093608,367.2046484,467.8528437,604.8122876,794.26607,1061.032756,1443.977638,2005.354317,2847.355317,4142.27139,6189.154375,9523.878854,15140.84917,24957.79079,42833.91452,76911.25148,145296.774,290706.0703,620830.9959,1428394.389,3580297.397,9909364.491,30788568.54,109596351.7,458482378,2327954088,14954015664,1.28E+11,1.58E+12,3.08E+13,1.10E+15,8.63E+16,2.04E+19,2.30E+22,2.73E+26,1.39E+32,5.07E+40,9.61E+54,3.50E+83,1.76E+169
22,64,74.31299411,86.92728255,102.4842518,121.8395544,146.1468001,176.978836,216.5057959,267.7601241,335.0368838,424.5079206,545.179933,710.4158236,940.3968656,1266.18953,1736.611423,2430.099215,3475.750645,5091.671758,7656.974728,11851.40497,18935.85513,31338.1124,53928.91698,96934.70438,182938.4405,364699.0468,773503.9208,1760132.964,4340470.923,11739798.78,35337895.17,120505261.5,475887548.8,2237022235,12960480068,96781672167,9.88E+11,1.49E+13,3.69E+14,1.74E+16,1.95E+18,7.12E+20,1.41E+24,3.53E+28,5.11E+34,8.97E+43,2.32E+59,1.58E+90,5.11E+182
23,59,68.61941425,80.39138509,94.91594467,112.9933344,135.7020448,164.5118121,201.449358,249.3448384,312.2036822,395.7763692,508.4460555,662.6359538,877.0833091,1180.588617,1618.332828,2262.773123,3232.915349,4729.344894,7099.810091,10966.01113,17477.44556,28839.46469,49458.86727,88546.85871,166343.6734,329873.652,695431.0647,1571586.609,3845041.807,10306309.31,30703786.79,103467257.5,403058702.9,1864997246,10608813193,77541682551,7.72E+11,1.13E+13,2.70E+14,1.22E+16,1.29E+18,4.41E+20,7.99E+23,1.77E+28,2.17E+34,2.95E+43,4.98E+58,1.44E+89,3.54E+180
24,56,63.83748463,73.2243486,84.54726646,98.30940772,115.1716821,136.0108401,162.0022769,194.7395144,236.4088863,290.048529,359.9381242,452.1947979,575.6998332,743.5663014,975.5091622,1301.753963,1769.630427,2454.970331,3482.338551,5061.989693,7559.523675,11631.73712,18501.69242,30539.10007,52541.9005,94712.65269,179970.6425,363082.4198,784388.0993,1833300.636,4693596.182,13364038.53,43119222.41,161391904.8,721871998.4,4008473047,29047575827,2.94E+11,4.53E+12,1.21E+14,6.77E+15,1.04E+18,6.69E+20,3.76E+24,6.73E+29,5.13E+37,7.09E+50,1.38E+77,1.04E+156
25,57,65.50009827,75.79038071,88.34594,103.7938201,122.9700503,147.00136,177.4237358,216.3567359,266.7634415,332.8440004,420.6410664,538.98734,701.0159726,926.6160063,1246.509331,1709.175564,2392.906089,3427.349726,5033.145999,7597.141788,11820.07817,19017.55978,31758.93986,55285.8337,100821.9842,193733.9896,394928.2269,860956.1874,2026502.187,5209532.488,14830878.19,47557798.99,175415210.5,763980995.1,4061445725,27503749159,2.51E+11,3.32E+12,7.06E+13,2.78E+15,2.48E+17,6.86E+19,9.50E+22,1.48E+27,1.10E+33,7.12E+41,3.50E+56,8.62E+85,1.33E+174
26,65,75.70997501,88.84906631,105.1043945,125.395884,150.9684476,183.526131,225.4299185,279.9935304,351.9324072,448.0561243,578.3544615,757.7320395,1008.832999,1366.737206,1886.944095,2659.275617,3832.722174,5661.106884,8589.601783,13424.15059,21675.42192,36285.16897,63228.00933,115216.2333,220732.97,447386.5989,966374.1582,2243970.736,5659498.824,15696488.35,48595576.09,171045618.2,700115743.4,3428048837,20811013179,1.64E+11,1.78E+12,2.89E+13,7.83E+14,4.12E+16,5.25E+18,2.26E+21,5.54E+24,1.84E+29,3.98E+35,1.28E+45,9.06E+60,4.64E+92,6.47E+187
27,54,61.17498382,69.71608569,79.95370328,92.31504447,107.3575436,125.8156144,148.6668116,177.2265993,213.2858463,259.3130584,318.7561817,396.5000494,499.5713319,638.2443715,827.8092447,1091.457135,1465.094194,2005.566606,2805.081612,4017.210568,5905.22863,8935.023192,13960.30347,22606.93422,38106.62062,67196.38146,124689.7217,245172.1713,515060.3352,1167615.696,2890758.498,7931722.959,24560671.51,87795241.07,372841924.7,1951765224,13217101670,1.23E+11,1.74E+12,4.16E+13,2.03E+15,2.62E+17,1.37E+20,5.77E+23,6.90E+28,2.88E+36,1.46E+49,3.85E+74,7.19E+150
28,61,70.32423606,81.63180075,95.45166826,112.4823812,133.6557329,160.2279927,193.9122224,237.0727509,293.0150445,366.4242785,464.0395452,595.7080823,776.0639857,1027.25395,1383.456691,1898.54708,2659.412661,3809.706765,5593.44048,8437.495083,13113.15638,21064.21522,35100.86502,60933.96673,110738.3679,211892.805,429761.6099,931270.4188,2176506.209,5548794.427,15643933.24,49599656.98,180545016.5,774287135,4042590241,26801294590,2.38E+11,3.06E+12,6.28E+13,2.36E+15,2.00E+17,5.16E+19,6.54E+22,9.03E+26,5.68E+32,2.86E+41,9.20E+55,9.69E+84,1.17E+172
29,60,69.45874364,80.98260685,95.13541502,112.6656805,134.577388,162.2319939,197.497286,242.9675851,302.2941857,380.6888559,485.7036198,628.4596018,825.6198826,1102.620586,1499.077127,2078.040679,2942.245528,4263.403407,6336.581928,9684.39082,15263.60159,24890.65815,42154.9862,74470.68446,137923.6145,269381.2387,558695.2271,1240540.636,2977837.718,7818360.88,22771580.45,74857532.32,283733066.5,1273504528,7001322781,49239533155,4.69E+11,6.52E+12,1.47E+14,6.19E+15,6.02E+17,1.85E+20,2.92E+23,5.42E+27,5.16E+33,4.84E+42,4.40E+57,3.70E+87,2.27E+177
30,62,71.74004168,83.60616102,98.17932873,116.231104,138.7968209,167.2811171,203.6120576,250.4693033,311.6268031,392.475452,500.8333729,648.2242442,851.9320831,1138.370939,1548.731136,2148.661719,3045.294374,4417.994714,6575.560456,10066.05169,15895.12852,25976.87969,44104.27332,78136.14053,145181.9667,284605.444,592751.3794,1322453.631,3191745.481,8431979.834,24732863.79,81964968.78,313571556.7,1422595060,7918791685,56505895665,5.47E+11,7.77E+12,1.79E+14,7.78E+15,7.85E+17,2.52E+20,4.24E+23,8.52E+27,9.10E+33,1.01E+43,1.23E+58,1.84E+88,6.46E+178
31,62,72.28151413,84.87371424,100.4218656,119.7866595,144.1281788,175.0274615,214.6647746,266.0846555,333.5957115,423.383092,544.4623515,710.1913728,940.712391,1266.976706,1737.523173,2430.164118,3472.644882,5080.175366,7625.653513,11775.33834,18760.29752,30940.66947,53028.8546,94866.49652,178059.4412,352755.8352,742846.2552,1676693.013,4096760.954,10965361.96,32617453.64,109738692.1,426763114.6,1971171335,11192051717,81648403497,8.11E+11,1.18E+13,2.82E+14,1.28E+16,1.35E+18,4.59E+20,8.29E+23,1.84E+28,2.24E+34,3.05E+43,5.15E+58,1.49E+89,3.75E+180
32,60,69.69667798,81.55087708,96.16105051,114.3244544,137.1143248,165.991494,202.9679037,250.8494346,313.6017958,396.9104097,509.0513624,662.2702546,875.0065498,1175.554879,1608.223371,2243.935939,3198.949479,4668.806354,6991.762525,10771.13146,17119.64085,28166.45087,48154.1124,85923.77656,160839.7459,317734.9518,667068.5157,1500738.835,3653837.673,9741797.672,28853087.71,96606896.08,373657752.6,1715237092,9669901007,69964498720,6.88E+11,9.93E+12,2.34E+14,1.04E+16,1.07E+18,3.56E+20,6.22E+23,1.31E+28,1.50E+34,1.85E+43,2.64E+58,5.46E+88,4.97E+179
33,65,74.93455474,86.99494934,101.7514879,119.9583114,142.6228046,171.105171,207.2630908,253.6646823,313.9064754,393.0953641,498.5908913,641.168199,836.8736561,1110.044317,1498.325597,2061.200401,2894.845302,4158.698998,6124.354857,9268.374409,14454.54413,23305.26626,38989.71289,67972.87852,124093.6028,238608.6932,486491.6653,1060177.851,2492974.074,6397916.605,18168904.51,58063961.02,213212639.8,923312343.3,4873361742,32708311017,2.95E+11,3.85E+12,8.05E+13,3.10E+15,2.70E+17,7.20E+19,9.53E+22,1.39E+27,9.49E+32,5.39E+41,2.12E+56,3.34E+85,1.34E+173
34,55,63.43339581,73.66812006,86.1866126,101.6266419,120.8399069,144.9761045,175.605053,214.8964808,265.8884811,332.894454,422.1299673,542.6951057,708.1424291,939.0293847,1267.162028,1742.813106,2447.304175,3515.527607,5177.437184,7836.909995,12226.83587,19725.69375,33030.72735,57655.31339,105429.5616,203149.0867,415301.7716,908061.9473,2144094.817,5530417.362,15802287.52,50879138.78,188525396.7,825373389.6,4414400905,30106710424,2.77E+11,3.70E+12,7.97E+13,3.18E+15,2.90E+17,8.22E+19,1.18E+23,1.92E+27,1.53E+33,1.09E+42,6.40E+56,2.24E+86,1.00E+175
35,66,77.25661283,91.14217089,108.4187156,130.112037,157.6181221,192.8589072,238.5132437,298.3643007,377.8300575,484.7865146,630.8672389,833.5527905,1119.596636,1530.761718,2133.64546,3036.92098,4422.396378,6602.576259,10130.67101,16017.9916,26179.50981,44384.22215,78372.98834,144811.335,281507.1818,579391.3146,1271957.369,3004691.81,7717713.307,21826316.01,69002215.86,248421055.6,1042085593,5241334546,32775833622,2.67E+11,3.01E+12,5.10E+13,1.45E+15,8.07E+16,1.10E+19,5.17E+21,1.41E+25,5.41E+29,1.42E+36,6.10E+45,7.00E+61,9.33E+93,2.28E+190
36,60,68.92229687,79.70098747,92.82136126,108.921384,128.8480225,153.7375144,185.1311688,225.1446028,276.7185007,343.9956466,432.8967341,552.0145242,714.0273167,937.976402,1253.011566,1704.688254,2365.809352,3355.577084,4874.379318,7268.912683,11158.18178,17686.21706,29049.3655,49645.32984,88700.22915,166603.5329,331119.0004,701722.9713,1600319.07,3970816.213,10863332.86,33305665.16,116752974.4,479862024,2387122666,14972707948,1.25E+11,1.49E+12,2.79E+13,9.45E+14,7.02E+16,1.54E+19,1.58E+22,1.64E+26,6.98E+31,1.95E+40,2.34E+54,3.44E+82,1.13E+167
37,62,72.81556616,86.21012305,102.9469257,124.05897,150.9601686,185.6091195,230.7537012,290.3017722,369.8918164,477.7860746,626.2933745,834.0790979,1129.992138,1559.544305,2196.139683,3161.03161,4659.76639,7050.717336,10978.13912,17639.59603,29344.19148,50727.07397,91514.69895,173144.6437,345517.1787,732083.0492,1659858.605,4064508.596,10867767.17,32150718.82,106926767.4,407656137.3,1825036168,9887606257,67345834668,6.06E+11,7.67E+12,1.49E+14,4.98E+15,3.38E+17,5.88E+19,3.74E+22,1.52E+26,9.90E+30,5.49E+37,7.27E+47,5.47E+64,3.17E+98,6.46E+199
38,56,63.94469885,73.51617945,85.13788721,99.36677762,116.9428829,138.860146,166.4689282,201.626351,246.9199443,306.0054162,384.125068,488.9172858,631.7040494,829.5795835,1108.871314,1511.007247,2102.71107,2994.19532,4372.578383,6565.221872,10163.95749,16278.03101,27070.72265,46950.45004,85350.1252,163582.7962,332832.2988,724759.5409,1705450.609,4387271.64,12512708.52,40248765.3,149138815.9,653663876.1,3504246307,23989291137,2.22E+11,2.99E+12,6.49E+13,2.63E+15,2.43E+17,7.05E+19,1.04E+23,1.76E+27,1.48E+33,1.15E+42,7.74E+56,3.58E+86,3.71E+175
39,60,68.79558784,79.40718864,92.30630913,108.1118495,127.6441451,152.0018443,182.6726062,221.6945574,271.8950214,337.2486646,423.4231788,538.6245425,694.9296681,910.4275939,1212.730373,1644.856977,2275.329122,3215.940533,4653.906087,6911.795922,10562.97259,16661.99953,27222.85843,46255.11779,82118.2763,153160.7589,302043.4712,634598.4965,1433366.002,3518428.908,9509768.509,28759569.31,99262706.48,400803389.5,1953598753,11967572627,97126738545,1.12E+12,2.02E+13,6.53E+14,4.57E+16,9.31E+18,8.70E+21,7.98E+25,2.83E+31,6.02E+39,4.61E+53,2.74E+81,5.94E+164
40,65,75.57183429,88.52398815,104.5255157,124.470788,149.5681843,181.4689173,222.4566216,275.7302758,345.8326966,439.3098029,565.7421045,739.3877683,981.8505582,1326.50192,1825.974219,2565.163535,3684.379166,5421.716893,8192.987299,12747.49384,20482.65631,34104.71427,59076.84259,106946.265,203397.4396,408906.3462,875248.7984,2011724.549,5015793.061,13731897.66,41892851.73,145006749,582285674.6,2789070539,16506485433,1.26E+11,1.33E+12,2.06E+13,5.32E+14,2.63E+16,3.11E+18,1.22E+21,2.65E+24,7.47E+28,1.28E+35,2.90E+44,1.14E+60,1.80E+91,7.32E+184
41,57,65.77010969,76.41694398,89.44417624,105.5179315,125.528164,150.6767383,182.6054258,223.5844005,276.7937857,346.7505644,439.9663814,565.9786332,738.9965768,980.5814342,1324.10301,1822.320504,2560.597178,3680.553419,5423.635186,8213.90626,12820.81146,20691.26032,34655.33762,60494.78463,110606.1618,213039.9766,435216.8938,950583.7325,2241063.441,5768511.269,16437326.21,52735634.67,194517693,846722624.3,4495941712,30386000951,2.76E+11,3.64E+12,7.70E+13,3.01E+15,2.66E+17,7.25E+19,9.87E+22,1.50E+27,1.07E+33,6.58E+41,2.94E+56,5.97E+85,5.16E+173
42,55,62.54998003,71.57032316,82.42312944,95.5782584,111.6510421,131.4552405,156.0782602,186.9893123,226.1969618,276.481815,341.7452674,427.5404619,541.894321,696.6032707,909.315331,1206.945807,1631.407188,2249.455625,3170.058786,4575.910633,6782.407727,10351.79782,16322.42201,26688.16998,45447.21113,81012.77593,152070.274,302716.8449,644420.5148,1481867.595,3725998.616,10397519.33,32798279.26,119669142.9,519946470,2792710864,19472793037,1.88E+11,2.75E+12,6.91E+13,3.56E+15,4.94E+17,2.81E+20,1.33E+24,1.88E+29,1.00E+37,7.64E+49,4.49E+75,9.41E+152
43,56,63.85806115,73.28488395,84.67627723,98.54864319,115.5821589,136.6818049,163.0646439,196.3862219,238.926086,293.8639634,365.6971734,460.8817681,588.8344622,763.5276006,1006.079062,1349.048443,1843.729478,2572.839741,3673.204681,5377.510145,8093.638443,12560.75398,20168.31888,33636.04013,58531.80815,106839.031,205834.1872,421641.9189,926414.1547,2206262.917,5767857.273,16811895.39,55691545.6,214752893.5,993682657.3,5736714442,43485869151,4.63E+11,7.61E+12,2.20E+14,1.34E+16,2.30E+18,1.73E+21,1.18E+25,2.78E+30,3.20E+38,8.79E+51,6.74E+78,3.12E+159
44,64,73.95696421,86.07406754,100.9378633,119.3260887,142.2806005,171.2123273,208.0542196,255.4871586,317.278422,398.7965445,507.8072815,655.7256016,859.6217129,1145.499555,1553.770087,2148.600201,3034.280643,4384.657567,6497.60678,9899.077784,15548.73864,25261.94589,42611.90941,74947.74896,138140.1262,268377.93,553365.3005,1220754.228,2909229.607,7576698.583,21868035.18,71152957.78,266564686.1,1180606331,6391821073,44160618648,4.12E+11,5.59E+12,1.22E+14,4.97E+15,4.62E+17,1.34E+20,1.97E+23,3.32E+27,2.76E+33,2.11E+42,1.36E+57,5.70E+86,4.35E+175
